TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpstuttgart,QF,Alexander Zverev,Brandon Nakashima,73.5000,26.5000,,,1.3600,3.7700,,,,,,
Atpstuttgart,QF,Ben Shelton,Jiri Lehecka,53.7000,46.3000,46.2366,53.7634,1.8600,2.1600,2.0000,1.7200,0.1400,-0.4400,0.0753,-0.2037
Atpstuttgart,QF,Justin Engel,Felix Auger Aliassime,10.5000,89.5000,,,9.5200,1.1200,,,,,,
Atpstuttgart,QF,Marton Fucsovics,Taylor Fritz,31.1000,68.9000,32.9356,67.0644,3.2200,1.4500,2.8100,1.3800,-0.4100,-0.0700,-0.1273,-0.0483
Atp'S Hertogenbosch,QF,Daniil Medvedev,Reilly Opelka,82.2000,17.8000,72.8632,27.1368,1.2200,5.6200,1.2700,3.4100,0.0500,-2.2100,0.0410,-0.3932
Atp'S Hertogenbosch,QF,Zizou Bergs,Mark Lajal,60.6000,39.4000,53.4946,46.5054,1.6500,2.5400,1.7300,1.9900,0.0800,-0.5500,0.0485,-0.2165
Atp'S Hertogenbosch,QF,Gabriel Diallo,Karen Khachanov,32.5000,67.5000,38.3632,61.6368,3.0800,1.4800,2.4100,1.5000,-0.6700,0.0200,-0.2175,0.0135
Atp'S Hertogenbosch,QF,Nuno Borges,Ugo Humbert,28.2000,71.8000,32.9356,67.0644,3.5500,1.3900,2.8100,1.3800,-0.7400,-0.0100,-0.2085,-0.0072
Perugiachallenger,QF,Andrea Pellegrino,Francesco Passaro,34.6000,65.4000,,,2.8900,1.5300,,,,,,
Perugiachallenger,QF,Luca Nardi,Luka Pavlovic,62.4000,37.6000,,,1.6000,2.6600,,,,,,
Perugiachallenger,QF,Dalibor Svrcina,Nerman Fatic,66.3000,33.7000,,,1.5100,2.9700,,,,,,
Perugiachallenger,QF,Pierluigi Basile,Federico Arnaboldi,16.1000,83.9000,,,6.2100,1.1900,,,,,,
Ilkleychallenger,QF,Sho Shimabukuro,Tristan Schoolkate,51.2000,48.8000,40.8971,59.1029,1.9500,2.0500,2.2400,1.5500,0.2900,-0.5000,0.1487,-0.2439
Ilkleychallenger,QF,Zachary Svajda,Leandro Riedi,35.2000,64.8000,52.5886,47.4114,2.8400,1.5400,1.7400,1.9300,-1.1000,0.3900,-0.3873,0.2532
Ilkleychallenger,QF,Martin Landaluce,Jack Pinnington Jones,63.3000,36.7000,60.2094,39.7906,1.5800,2.7200,1.5200,2.3000,-0.0600,-0.4200,-0.0380,-0.1544
Ilkleychallenger,QF,Shintaro Mochizuki,Oliver Crawford,62.0000,38.0000,50.8197,49.1803,1.6100,2.6300,1.8000,1.8600,0.1900,-0.7700,0.1180,-0.2928
Bratislavachallenger,QF,Alexander Shevchenko,Federico Cina,80.1000,19.9000,61.8557,38.1443,1.2500,5.0300,1.4800,2.4000,0.2300,-2.6300,0.1840,-0.5229
Bratislavachallenger,QF,Valentin Royer,Marko Topo,66.6000,33.4000,57.6000,42.4000,1.5000,2.9900,1.5900,2.1600,0.0900,-0.8300,0.0600,-0.2776
Bratislavachallenger,QF,Cristian Garin,Matej Dodig,88.5000,11.5000,,,1.1300,8.7000,,,,,,
Bratislavachallenger,QF,Dino Prizmic,Henrique Rocha,60.9000,39.1000,59.1029,40.8971,1.6400,2.5600,1.5500,2.2400,-0.0900,-0.3200,-0.0549,-0.1250
Lyonchallenger,QF,Pablo Carreno Busta,Gauthier Onclin,81.6000,18.4000,67.3077,32.6923,1.2300,5.4300,1.3600,2.8000,0.1300,-2.6300,0.1057,-0.4843
Lyonchallenger,QF,Daniel Merida Aguilar,Luca Van Assche,20.3000,79.7000,,,4.9300,1.2500,,,,,,
Lyonchallenger,QF,Marco Trungelliti,Dimitar Kuzmanov,61.8000,38.2000,51.4986,48.5014,1.6200,2.6200,1.7800,1.8900,0.1600,-0.7300,0.0988,-0.2786
Lyonchallenger,QF,Clement Tabur,Yu Hsiou Hsu,70.1000,29.9000,,,1.4300,3.3400,,,,,,
Santafechallenger,QF,Joao Lucas Reis Da Silva,Gonzalo Bueno,53.8000,46.2000,51.7711,48.2289,1.8600,2.1600,1.7700,1.9000,-0.0900,-0.2600,-0.0484,-0.1204
Santafechallenger,QF,Andrea Collarini,Hernan Casanova,62.7000,37.3000,,,1.5900,2.6800,,,,,,
Santafechallenger,QF,Dali Blanch,Matheus Pucinelli De Almeida,9.8000,90.2000,30.1149,69.8851,10.2000,1.1100,3.0400,1.3100,-7.1600,0.2000,-0.7020,0.1802
Santafechallenger,QF,Lautaro Midon,Santiago Fa Rodriguez Taverna,44.4000,55.6000,,,2.2500,1.8000,,,,,,
