tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Londres,"Olimjanova, Sabrina","Safi, Meshkatolzahra",1.6,2.14,2025-06-20 06:18:37 UTC
ATP Londres,"Delaunay, Carolann","Milliam, Alexa Joy",1.51,2.32,2025-06-20 06:18:37 UTC
ATP Londres,"Saw, Jo-Leen","Desvignes, Eva Marie",2.12,1.61,2025-06-20 06:18:37 UTC
ATP Londres,"Chogsomjav, Maralgoo","Andreevskaya, Vladislava",1.64,2.07,2025-06-20 06:18:37 UTC
ATP Londres,"Nefve, Axel","Pankin, Semen",2.35,1.5,2025-06-20 06:18:37 UTC
ATP Londres,"Heredia, Samuel","Bittoun-Kouzmine, Constantin",2.0,1.69,2025-06-20 06:18:37 UTC
ATP Londres,"Inchauspe, Paul","Krajci, Michal",1.86,1.8,2025-06-20 06:18:37 UTC
ATP Londres,"Shin, Maxim","Azkara, Arda",2.23,1.55,2025-06-20 06:18:37 UTC
ATP Londres,"Sevcikova, Linda","Amariei, Ilinca Dalina",3.21,1.28,2025-06-20 06:18:37 UTC
Challenger Nottingham 2,"Smith, Colton","Mochizuki, Shintaro",1.6,2.14,2025-06-20 06:18:37 UTC
Challenger Nottingham 2,"Landaluce, Martin","Cilic, Marin",2.65,1.4,2025-06-20 06:18:37 UTC
Challenger Poznań,"Svrcina, Dalibor","Tirante, Thiago Agustin",2.14,1.6,2025-06-20 06:18:37 UTC
Challenger Poznań,Garin Christian,"Misolic, Filip",1.83,1.83,2025-06-20 06:18:37 UTC
Challenger Royan,"Kuzmanov, Dimitar","Brunold, Mika",1.63,2.09,2025-06-20 06:18:37 UTC
Challenger Santa Cruz,"Gerch, Lucas","Reis Da Silva, Joao Lucas",3.22,1.28,2025-06-20 06:18:37 UTC
