TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atptoronto,R128,Corentin Moutet,Jenson Brooksby,49.8000,50.2000,,,2.0100,1.9900,,,,,,
Portochallenger,R32,Aslan Karatsev,Mikhail Kukushkin,63.4000,36.6000,,,1.5800,2.7300,,,,,,
Portochallenger,R32,Nicolas Alvarez Varona,Matias Soto,66.5000,33.5000,,,1.5000,2.9900,,,,,,
Portochallenger,R32,Pedro Araujo,Hugo Grenier,21.3000,78.7000,,,4.6900,1.2700,,,,,,
Lexingtonchallenger,R32,Beibit Zhukayev,Alibek Kachmazov,50.8000,49.2000,,,1.9700,2.0300,,,,,,
Lexingtonchallenger,R32,Ryuki Matsuda,Omar Jasika,16.8000,83.2000,,,5.9500,1.2000,,,,,,
Lexingtonchallenger,R32,Alex Rybakov,Zachary Svajda,25.7000,74.3000,,,3.8900,1.3500,,,,,,
Lexingtonchallenger,R16,Bernard Tomic,Nicolas Mejia,61.4000,38.6000,,,1.6300,2.5900,,,,,,
Hagenchallenger,R32,Botic Van De Zandschulp,Luka Mikrut,81.7000,18.3000,,,1.2200,5.4600,,,,,,
Hagenchallenger,R32,Justin Engel,Daniel Masur,45.8000,54.2000,,,2.1800,1.8500,,,,,,
Hagenchallenger,R32,Dali Blanch,Christoph Negritu,44.7000,55.3000,,,2.2400,1.8100,,,,,,
Hagenchallenger,R32,Gonzalo Villanueva,Guy Den Ouden,13.9000,86.1000,,,7.1900,1.1600,,,,,,
Liberecchallenger,R32,Federico Coria,Martin Krumich,83.2000,16.8000,,,1.2000,5.9500,,,,,,
Liberecchallenger,R32,Patrick Zahraj,Daniel Michalski,54.2000,45.8000,,,1.8500,2.1800,,,,,,
Liberecchallenger,R32,Valentin Vacherot,Petr Brunclik,82.8000,17.2000,,,1.2100,5.8100,,,,,,
Liberecchallenger,R32,Raul Brancaccio,Sascha Gueymard Wayenburg,39.8000,60.2000,,,2.5100,1.6600,,,,,,
Astanachallenger,R32,Clement Chidekh,San Hui Sin,85.0000,15.0000,,,1.1800,6.6700,,,,,,
Astanachallenger,R32,Mitsuki Wei Kang Leong,Maxim Shin,26.3000,73.7000,,,3.8000,1.3600,,,,,,
Astanachallenger,R32,Arda Azkara,Woobin Shin,57.4000,42.6000,,,1.7400,2.3500,,,,,,
Astanachallenger,R32,Maxim Zhukov,Abedallah Shelbayh,45.0000,55.0000,,,2.2200,1.8200,,,,,,
