TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Newportchallenger,R16,Brandon Holt,Zachary Svajda,54.7000,45.3000,,,1.8300,2.2100,,,,,,
Newportchallenger,R16,Oscar Weightman,Yosuke Watanuki,21.9000,78.1000,,,4.5700,1.2800,,,,,,
Newportchallenger,R16,Tristan Schoolkate,James Mccabe,75.0000,25.0000,,,1.3300,4.0000,,,,,,
Braunschweigchallenger,SF,Filip Misolic,Mariano Navone,51.5000,48.5000,,,1.9400,2.0600,,,,,,
Braunschweigchallenger,SF,Juan Manuel Cerundolo,Alex Molcan,59.4000,40.6000,,,1.6800,2.4600,,,,,,
Triestechallenger,QF,Sumit Nagal,Maxim Mrva,64.7000,35.3000,,,1.5500,2.8300,,,,,,
Triestechallenger,QF,Matej Dodig,Lukas Neumayer,27.2000,72.8000,,,3.6800,1.3700,,,,,,
Triestechallenger,QF,Facundo Diaz Acosta,Stefano Travaglia,76.2000,23.8000,,,1.3100,4.2000,,,,,,
Triestechallenger,QF,Thiago Agustin Tirante,Santiago Fa Rodriguez Taverna,66.3000,33.7000,,,1.5100,2.9700,,,,,,
Iasichallenger,QF,Titouan Droguet,Joao Lucas Reis Da Silva,74.5000,25.5000,,,1.3400,3.9200,,,,,,
Iasichallenger,QF,Murkel Alejandro Dellien Velasco,Duje Ajdukovic,39.7000,60.3000,,,2.5200,1.6600,,,,,,
Iasichallenger,QF,Francesco Maestrelli,Elmer Moller,31.7000,68.3000,,,3.1500,1.4600,,,,,,
Iasichallenger,QF,Stan Wawrinka,Radu Albot,72.5000,27.5000,,,1.3800,3.6400,,,,,,
Winnipegchallenger,QF,Alexander Blockx,Yuta Shimizu,71.7000,28.3000,,,1.3900,3.5300,,,,,,
Winnipegchallenger,QF,Sho Shimabukuro,Yu Hsiou Hsu,51.2000,48.8000,,,1.9500,2.0500,,,,,,
Winnipegchallenger,QF,Andres Andrade,Yi Zhou,64.9000,35.1000,,,1.5400,2.8500,,,,,,
Winnipegchallenger,QF,Rio Noguchi,Liam Draxl,34.8000,65.2000,,,2.8700,1.5300,,,,,,
Nottingham3Challenger,QF,Kyle Edmund,Patrick Zahraj,66.2000,33.8000,,,1.5100,2.9600,,,,,,
Nottingham3Challenger,QF,Ryan Peniston,Hamish Stewart,56.2000,43.8000,,,1.7800,2.2800,,,,,,
Nottingham3Challenger,QF,Alastair Gray,Oliver Crawford,38.2000,61.8000,,,2.6200,1.6200,,,,,,
Nottingham3Challenger,QF,Jack Pinnington Jones,Edward Winter,73.7000,26.3000,,,1.3600,3.8000,,,,,,
