TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Barranquillachallenger,R32,Juan Pablo Ficovich,Paulo Andre Saraiva Dos Santos,85.1000,14.9000,,,1.1800,6.7100,,,,,,
Barranquillachallenger,R32,Bruno Kuzuhara,Pol Martin Tiffon,24.9000,75.1000,,,4.0200,1.3300,,,,,,
Todichallenger,R32,Matej Dodig,Facundo Juarez,71.2000,28.8000,,,1.4000,3.4700,,,,,,
Todichallenger,R32,Gianmarco Ferrari,Lorenzo Carboni,55.2000,44.8000,,,1.8100,2.2300,,,,,,
Todichallenger,R32,Filippo Romano,Fausto Tabacco,50.0000,50.0000,,,2.0000,2.0000,,,,,,
Todichallenger,R32,Timofey Skatov,Gonzalo Bueno,42.7000,57.3000,,,2.3400,1.7500,,,,,,
Hersonissos3Challenger,R32,George Loffhagen,Vadym Ursu,90.9000,9.1000,,,1.1000,10.9900,,,,,,
Hersonissos3Challenger,R32,Harry Wendelken,Lucas Poullain,27.0000,73.0000,,,3.7000,1.3700,,,,,,
Hersonissos3Challenger,R32,Ilya Ivashka,Christian Langmo,85.5000,14.5000,,,1.1700,6.9000,,,,,,
Sofia1Challenger,R32,Nerman Fatic,Kilian Feldbausch,71.9000,28.1000,,,1.3900,3.5600,,,,,,
Sofia1Challenger,R32,Luciano Emanuel Ambrogi,Joel Schwaerzler,28.5000,71.5000,,,3.5100,1.4000,,,,,,
Sofia1Challenger,R32,Franco Roncadelli,Sebastian Gima,59.7000,40.3000,,,1.6800,2.4800,,,,,,
Sofia1Challenger,R32,Jelle Sels,Daniel Rincon,33.6000,66.4000,,,2.9800,1.5100,,,,,,
Sofia1Challenger,R32,Stefan Adrian Andreescu,Zdenek Kolar,29.4000,69.8000,,,3.4000,1.4300,,,,,,
Cancunchallenger,R32,Yannick Hanfmann,Jan Lennard Struff,45.3000,54.7000,,,2.2100,1.8300,,,,,,
Cancunchallenger,R32,Daniel Elahi Galan,Ignacio Buse,64.6000,35.4000,,,1.5500,2.8200,,,,,,
Cancunchallenger,R32,Marco Trungelliti,Rodrigo Pacheco Mendez,71.1000,28.9000,,,1.4100,3.4600,,,,,,
Cancunchallenger,R32,Juan Alejandro Hernandez Serrano,Dalibor Svrcina,12.7000,87.3000,,,7.8700,1.1500,,,,,,
Sumterscchallenger,R32,Kaylan Bigun,Rei Sakamoto,22.2000,77.8000,,,4.5000,1.2900,,,,,,
Sumterscchallenger,R32,Hady Habib,Jaime Faria,47.3000,52.7000,,,2.1100,1.9000,,,,,,
