TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atploscabos,QF,Juan Pablo Ficovich,Aleksandar Kovacevic,24.9000,75.1000,,,4.0200,1.3300,,,,,,
Atpgstaad,QF,Casper Ruud,Juan Manuel Cerundolo,75.9000,24.1000,,,1.3200,4.1500,,,,,,
Atpgstaad,QF,Roman Andres Burruchaga,Ignacio Buse,45.4000,54.6000,,,2.2000,1.8300,,,,,,
Atpgstaad,QF,Jerome Kym,Arthur Cazaux,56.1000,43.9000,,,1.7800,2.2800,,,,,,
Atpgstaad,QF,Francisco Comesana,Alexander Bublik,28.5000,71.5000,,,3.5100,1.4000,,,,,,
Atpbastad,QF,Francisco Cerundolo,Damir Dzumhur,75.9000,24.1000,,,1.3200,4.1500,,,,,,
Atpbastad,QF,Sebastian Baez,Luciano Darderi,49.6000,50.4000,,,2.0200,1.9800,,,,,,
Atpbastad,QF,Camilo Ugo Carabelli,Filip Misolic,41.2000,58.8000,,,2.4300,1.7000,,,,,,
Atpbastad,QF,Jesper De Jong,Tallon Griekspoor,26.9000,73.1000,,,3.7200,1.3700,,,,,,
Sanmarinochallenger,QF,Lukas Klein,Lukas Neumayer,50.7000,49.3000,,,1.9700,2.0300,,,,,,
Sanmarinochallenger,QF,Matteo Gigante,Luka Pavlovic,54.5000,45.5000,,,1.8300,2.2000,,,,,,
Sanmarinochallenger,QF,Dino Prizmic,Justin Engel,91.6000,8.4000,,,1.0900,11.9000,,,,,,
Sanmarinochallenger,QF,Harold Mayot,Thiago Agustin Tirante,43.1000,56.9000,,,2.3200,1.7600,,,,,,
Granbychallenger,QF,Eliot Spizzirri,James Trotter,57.0000,43.0000,,,1.7500,2.3300,,,,,,
Granbychallenger,QF,Yuta Shimizu,August Holmgren,48.2000,51.8000,,,2.0700,1.9300,,,,,,
Granbychallenger,QF,Alexis Galarneau,Liam Draxl,30.8000,69.2000,,,3.2500,1.4500,,,,,,
Granbychallenger,QF,Sho Shimabukuro,Alexander Blockx,31.1000,68.9000,,,3.2200,1.4500,,,,,,
Bunschotenchallenger,QF,Nicolas Kicker,Kimmer Coppejans,36.4000,63.6000,,,2.7500,1.5700,,,,,,
Bunschotenchallenger,QF,Alex Barrena,Geoffrey Blancaneaux,56.9000,43.1000,,,1.7600,2.3200,,,,,,
Bunschotenchallenger,QF,Jan Choinski,Benjamin Hassan,49.5000,50.5000,,,2.0200,1.9800,,,,,,
Bunschotenchallenger,QF,Gauthier Onclin,Guy Den Ouden,33.2000,66.8000,,,3.0100,1.5000,,,,,,
Pozoblancochallenger,QF,Hugo Grenier,Oliver Crawford,64.7000,35.3000,,,1.5500,2.8300,,,,,,
Pozoblancochallenger,QF,Johannus Monday,Daniel Merida Aguilar,63.7000,36.3000,,,1.5700,2.7500,,,,,,
Pozoblancochallenger,QF,Tiago Pereira,Edas Butvilas,18.0000,82.0000,,,5.5600,1.2200,,,,,,
Pozoblancochallenger,QF,Fajing Sun,Aryan Shah,67.5000,32.5000,,,1.4800,3.0800,,,,,,
