TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpshanghai,R128,Learner Tien,Miomir Kecmanovic,71.1000,28.9000,,,1.4100,3.4600,,,,,,
Villenachallenger,QF,Luca Potenza,Petr Brunclik,45.8000,54.2000,,,2.1800,1.8500,,,,,,
Villenachallenger,QF,Pablo Carreno Busta,Martin Landaluce,58.5000,41.5000,,,1.7100,2.4100,,,,,,
Villenachallenger,QF,Daniel Merida Aguilar,George Loffhagen,45.0000,55.0000,,,2.2200,1.8200,,,,,,
Villenachallenger,QF,Hugo Grenier,Tom Gentzsch,81.4000,18.6000,,,1.2300,5.3800,,,,,,
Antofagastachallenger,QF,Federico Agustin Gomez,Joao Lucas Reis Da Silva,57.1000,42.9000,,,1.7500,2.3300,,,,,,
Antofagastachallenger,QF,Alvaro Guillen Meza,Facundo Diaz Acosta,36.8000,63.2000,,,2.7200,1.5800,,,,,,
Antofagastachallenger,QF,Adolfo Daniel Vallejo,Tomas Barrios Vera,25.3000,74.7000,,,3.9500,1.3400,,,,,,
Antofagastachallenger,QF,Hady Habib,Cristian Garin,26.4000,73.6000,,,3.7900,1.3600,,,,,,
Bragachallenger,QF,Javier Barranco Cosano,Zdenek Kolar,45.4000,54.6000,,,2.2000,1.8300,,,,,,
Bragachallenger,QF,Vilius Gaubas,Marco Trungelliti,50.0000,50.0000,,,2.0000,2.0000,,,,,,
Bragachallenger,QF,Alejandro Moro Canas,Elmer Moller,29.7000,70.3000,,,3.3700,1.4200,,,,,,
Bragachallenger,QF,Luka Mikrut,Sumit Nagal,57.6000,42.4000,,,1.7400,2.3600,,,,,,
Mouilleronlecaptifchallenger,QF,Raphael Collignon,Arthur Fery,63.6000,36.4000,,,1.5700,2.7500,,,,,,
Mouilleronlecaptifchallenger,QF,Emil Ruusuvuori,Patrick Kypson,59.1000,40.9000,,,1.6900,2.4400,,,,,,
Mouilleronlecaptifchallenger,QF,Nicolai Budkov Kjaer,Francesco Passaro,59.4000,40.6000,,,1.6800,2.4600,,,,,,
Mouilleronlecaptifchallenger,QF,Mikhail Kukushkin,Clement Chidekh,55.8000,44.2000,,,1.7900,2.2600,,,,,,
