TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Genoachallenger,QF,Luciano Darderi,Thiago Monteiro,81.2000,18.8000,,,1.2300,5.3200,,,,,,
Genoachallenger,QF,Tom Gentzsch,Kilian Feldbausch,37.7000,62.3000,,,2.6500,1.6100,,,,,,
Genoachallenger,QF,Federico Bondioli,Stefano Travaglia,16.4000,83.6000,,,6.1000,1.2000,,,,,,
Genoachallenger,QF,Andrea Pellegrino,Andrea Picchione,91.8000,8.2000,,,1.0900,12.2000,,,,,,
Sevillechallenger,SF,Genaro Alberto Olivieri,Dusan Lajovic,22.5000,77.5000,,,4.4400,1.2900,,,,,,
Sevillechallenger,SF,Daniel Merida Aguilar,Ignacio Buse,29.2000,70.8000,,,3.4200,1.4100,,,,,,
Shanghaichallenger,QF,Filip Peliwo,Giulio Zeppieri,10.3000,89.7000,,,9.7100,1.1100,,,,,,
Shanghaichallenger,QF,Yi Zhou,Yu Hsiou Hsu,26.5000,73.5000,,,3.7700,1.3600,,,,,,
Shanghaichallenger,QF,Omar Jasika,Bernard Tomic,33.8000,66.2000,,,2.9600,1.5100,,,,,,
Shanghaichallenger,QF,Yasutaka Uchiyama,Rio Noguchi,50.6000,49.4000,,,1.9800,2.0200,,,,,,
Tullnchallenger,QF,Joel Schwaerzler,Sumit Nagal,54.9000,45.1000,,,1.8200,2.2200,,,,,,
Tullnchallenger,QF,Marco Trungelliti,Sandro Kopp,69.0000,31.0000,,,1.4500,3.2300,,,,,,
Tullnchallenger,QF,Santiago Fa Rodriguez Taverna,Oleg Prihodko,65.1000,34.9000,,,1.5400,2.8700,,,,,,
Tullnchallenger,QF,Andrew Paulson,Francesco Maestrelli,26.2000,73.8000,,,3.8200,1.3600,,,,,,
Istanbulchallenger,QF,Milos Karol,Nicolas Mejia,36.1000,63.9000,,,2.7700,1.5600,,,,,,
Istanbulchallenger,QF,Luca Potenza,Calvin Hemery,19.6000,80.4000,,,5.1000,1.2400,,,,,,
Istanbulchallenger,QF,Abedallah Shelbayh,Alex Molcan,21.5000,78.5000,,,4.6500,1.2700,,,,,,
Istanbulchallenger,QF,Hugo Grenier,Stefanos Sakellaridis,57.8000,42.2000,,,1.7300,2.3700,,,,,,
Cassischallenger,QF,Daniil Glinka,Arthur Fery,20.1000,79.9000,,,4.9800,1.2500,,,,,,
Cassischallenger,QF,Jurij Rodionov,Valentin Vacherot,46.3000,53.7000,,,2.1600,1.8600,,,,,,
Cassischallenger,QF,Mae Malige,Billy Harris,20.1000,79.9000,,,4.9800,1.2500,,,,,,
Cassischallenger,QF,Justin Engel,Mark Lajal,19.9000,80.1000,,,5.0300,1.2500,,,,,,
