tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Little Rock,"Kypson, Patrick","Andrade, Andres",1.43,2.55,2025-05-31 06:16:19 UTC
Challenger Little Rock,"Zheng, Michael","Draxl, Liam",2.01,1.68,2025-05-31 06:16:19 UTC
ATP Open de France,"Griekspoor, Tallon","Quinn, Ethan",1.19,4.36,2025-05-31 06:16:19 UTC
ATP Open de France,"Sinner, Jannik","Lehecka, Jiri",1.07,7.41,2025-05-31 06:16:19 UTC
ATP Open de France,"Zverev, Alexander","Cobolli, Flavio",1.19,4.36,2025-05-31 06:16:19 UTC
ATP Open de France,Bublik Alexander,"Rocha, Henrique",1.29,3.4,2025-05-31 06:16:19 UTC
ATP Open de France,"Fonseca, Joao","Draper, Jack",2.6,1.46,2025-05-31 06:16:19 UTC
ATP Open de France,"Norrie, Cameron","Fearnley, Jacob",1.77,1.98,2025-05-31 06:16:19 UTC
ATP Open de France,"Misolic, Filip","Djokovic, Novak",9.26,1.04,2025-05-31 06:16:19 UTC
ATP Open de France,"Popyrin, Alexei","Paul, Tommy",2.31,1.57,2025-05-31 06:16:19 UTC
ATP Open de France,"Musetti, Lorenzo","Rune, Holger",1.5,2.48,2025-05-31 06:16:19 UTC
ATP Open de France,"Tiafoe, Francis","Altmaier, Daniel",1.42,2.74,2025-05-31 06:16:19 UTC
ATP Open de France,"Shelton, Ben","Alcaraz Garfia, Carlos",9.26,1.04,2025-05-31 06:16:19 UTC
ATP Roland-Garros Face à Face,"Rune, Holger","Draper, Jack",1.55,2.23,2025-05-31 06:16:19 UTC
ATP Roland-Garros Face à Face,"Alcaraz, Carlos","Sinner, Jannik",1.41,2.61,2025-05-31 06:16:19 UTC
ATP Roland-Garros Face à Face,"Musetti, Lorenzo","Djokovic, Novak",2.1,1.62,2025-05-31 06:16:19 UTC
Challenger Chisinau,"Simakin, Ilia","Hussey, Giles",1.43,2.55,2025-05-31 06:16:19 UTC
Challenger Chisinau,"Samuel, Toby","Chidekh, Clement",1.92,1.75,2025-05-31 06:16:19 UTC
Challenger Vicenza,"Tseng, Chun Hsin","Rodesch, Chris",1.78,1.89,2025-05-31 06:16:19 UTC
Challenger Vicenza,"Neumayer, Lukas","Kym, Jérôme",2.24,1.55,2025-05-31 06:16:19 UTC
