TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpshanghai,R32,Learner Tien,Cameron Norrie,65.4000,34.6000,,,1.5300,2.8900,,,,,,
Atpshanghai,R32,Alejandro Davidovich Fokina,Daniil Medvedev,40.5000,59.5000,,,2.4700,1.6800,,,,,,
Atpshanghai,R32,Juncheng Shang,Nuno Borges,33.0000,67.0000,,,3.0300,1.4900,,,,,,
Atpshanghai,R32,Kamil Majchrzak,Alex De Minaur,22.6000,77.4000,,,4.4200,1.2900,,,,,,
Jinanchallenger,R32,Arthur Cazaux,Ugo Blanchet,59.5000,40.5000,,,1.6800,2.4700,,,,,,
Jinanchallenger,R32,Christopher Oconnell,Liam Draxl,64.4000,35.6000,,,1.5500,2.8100,,,,,,
Jinanchallenger,R32,Yi Zhou,Tristan Schoolkate,36.5000,63.5000,,,2.7400,1.5700,,,,,,
Valenciachallenger,R32,Pedro Martinez,Albert Ramos,66.0000,34.0000,,,1.5200,2.9400,,,,,,
Roannechallenger,R32,Jacob Fearnley,Luca Van Assche,68.8000,31.2000,,,1.4500,3.2100,,,,,,
Roannechallenger,R32,Matej Dodig,Christopher Eubanks,31.0000,69.0000,,,3.2300,1.4500,,,,,,
Roannechallenger,R32,Sascha Gueymard Wayenburg,Francesco Passaro,22.2000,77.8000,,,4.5000,1.2900,,,,,,
Calichallenger,R32,Federico Agustin Gomez,Lukas Neumayer,44.3000,55.7000,,,2.2600,1.8000,,,,,,
Fairfieldchallenger,R32,Benjamin Hassan,Tibo Colson,76.6000,23.4000,,,1.3100,4.2700,,,,,,
Fairfieldchallenger,R32,Andre Ilagan,Kaylan Bigun,57.4000,42.6000,,,1.7400,2.3500,,,,,,
Fairfieldchallenger,R32,Dominique Rolland,Maxwell Mckennon,50.0000,50.0000,,,2.0000,2.0000,,,,,,
Fairfieldchallenger,R32,Tyler Zink,Moerani Bouzige,59.6000,40.4000,,,1.6800,2.4800,,,,,,
Hersonissos5Challenger,R32,Kimmer Coppejans,Edas Butvilas,45.0000,55.0000,,,2.2200,1.8200,,,,,,
Hersonissos5Challenger,R32,Dennis Novak,Dimitar Kuzmanov,48.3000,51.7000,,,2.0700,1.9300,,,,,,
