tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Eastbourne,"Fritz, Taylor","Brooksby, Jenson",1.26,3.48,2025-06-28 06:16:56 UTC
ATP Majorque,Moutet Corentin,"Griekspoor, Tallon",2.41,1.5,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Norrie, Cameron","Bautista Agut, Roberto",1.86,1.88,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Bergs, Zizou","Harris, Lloyd",1.5,2.48,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Mannarino, Adrian","O`Connell, Christopher",1.36,2.99,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Fearnley, Jacob","Fonseca, Joao",2.48,1.5,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Brooksby, Jenson","Griekspoor, Tallon",2.36,1.55,2025-06-28 06:16:56 UTC
ATP Wimbledon,"De Minaur, Alex","Carballes Baena, Roberto",1.01,12.59,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Bellucci, Mattia","Crawford, Oliver",1.35,3.04,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Royer, Valentin",Tsitsipas Stefano,3.47,1.28,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Lehecka, Jiri","Dellien, Hugo",1.02,11.22,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Moller, Elmer","Tiafoe, Francis",8.54,1.05,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Struff, Jan-Lennard","Misolic, Filip",1.68,2.11,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Auger-Aliassime, Félix","Duckworth, James",1.16,4.82,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Tarvet, Oliver","Riedi, Leandro",1.98,1.77,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Tien, Learner","Basavareddy, Nishesh",1.42,2.74,2025-06-28 06:16:56 UTC
ATP Wimbledon,Rublev Andrey,"Djere, Laslo",1.25,3.71,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Rune, Holger","Jarry, Nicolas",1.31,3.27,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Sinner, Jannik","Nardi, Luca",1.01,12.59,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Tseng, Chun Hsin","Vukic, Aleksandar",3.8,1.24,2025-06-28 06:16:56 UTC
ATP Wimbledon,Dimitrov Grigor,"Nishioka, Yoshihito",1.18,4.5,2025-06-28 06:16:56 UTC
ATP Wimbledon,"Mochizuki, Shintaro","Zeppieri, Giulio",1.46,2.6,2025-06-28 06:16:56 UTC
Challenger Milan,"Prizmic, Dino","Cecchinato, Marco",1.23,3.58,2025-06-28 06:16:56 UTC
