tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Barcelone,"Alcaraz Garfia, Carlos","Rune, Holger",1.2,4.23,2025-04-20 06:04:22 UTC
ATP Munich,"Zverev, Alexander","Shelton, Ben",1.18,4.5,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea","Svajda, Zachary","Monday, Johannus",1.8,1.86,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea","Lestienne, Constant","Chung, Hyeon",1.72,1.96,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea","Schoolkate, Tristan","Sakamoto, Rei",1.65,2.06,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea","Mccabe, James","Watanuki, Yosuke",2.85,1.35,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea","Escoffier, Antoine","Eubanks, Christopher",3.5,1.24,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea","Shimizu, Yuta","Trotter, James Kent",1.83,1.83,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea","Kubler, Jason",Kwon Soon Woo,1.72,1.96,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea",Grenier Hugo,"Tu, Li",1.86,1.8,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea, Qualifying","Bai, Yan",Lee Duck Hee,1.23,3.58,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea, Qualifying","Hsu, Yu Hsiou","Roh, Hoyoung",1.03,8.26,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea, Qualifying","Samrej, Kasidit","Sun, Fajing",1.77,1.9,2025-04-20 06:04:22 UTC
"Challenger, Gwangju, South Korea, Qualifying","Noguchi, Rio","Rosenkranz, Mats",2.0,1.69,2025-04-20 06:04:22 UTC
