tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Wimbledon,"Sinner, Jannik","Shelton, Ben",1.3,3.33,2025-07-09 06:20:42 UTC
ATP Wimbledon,"Cobolli, Flavio","Djokovic, Novak",6.97,1.08,2025-07-09 06:20:42 UTC
ATP Wimbledon,"Fritz, Taylor","Alcaraz Garfia, Carlos",4.66,1.17,2025-07-09 06:20:42 UTC
Challenger Newport,"Mayo, Aidan","Spizzirri, Eliot",2.55,1.43,2025-07-09 06:20:42 UTC
Challenger Newport,"Watt, James","Maloney, Patrick",2.89,1.34,2025-07-09 06:20:42 UTC
Challenger Newport,"Schoolkate, Tristan","Mccabe, James",1.62,2.11,2025-07-09 06:20:42 UTC
Challenger Newport,"Krueger, Mitchell","Ghibaudo, Antoine",1.28,3.22,2025-07-09 06:20:42 UTC
Challenger Newport,"Holt, Brandon","Svajda, Zachary",1.83,1.83,2025-07-09 06:20:42 UTC
ATP Wimbledon Mixte,Verbeek S/Siniakova K,Salisbury J/Stefani L,1.75,1.96,2025-07-09 06:20:42 UTC
ATP Wimbledon Tête à Tête,"Sinner, Jannik","Alcaraz, Carlos",4.2,1.17,2025-07-09 06:20:42 UTC
Challenger Braunschweig,"Navone, Mariano","Dedura-Palomero, Diego",1.11,5.23,2025-07-09 06:20:42 UTC
Challenger Braunschweig,"Cerundolo, Juan Manuel","Fatic, Nerman",1.38,2.72,2025-07-09 06:20:42 UTC
Challenger Braunschweig,"Pavlovic, Luka","Hanfmann, Yannick",2.99,1.32,2025-07-09 06:20:42 UTC
Challenger Braunschweig,"Negritu, Christoph","Carballes Baena, Roberto",3.5,1.24,2025-07-09 06:20:42 UTC
Challenger Braunschweig,"Gentzsch, Tom","Misolic, Filip",7.67,1.04,2025-07-09 06:20:42 UTC
Challenger Braunschweig,"Passaro, Francesco","Molcan, Alex",1.47,2.43,2025-07-09 06:20:42 UTC
Challenger Braunschweig,Jorda Sanchis David,"Van De Zandschulp, Botic",5.23,1.11,2025-07-09 06:20:42 UTC
Challenger Braunschweig,"Houkes, Max","Collignon, Raphaël",3.5,1.24,2025-07-09 06:20:42 UTC
Challenger Iași,"Reis Da Silva, Joao Lucas","Alves, Felipe",2.52,1.44,2025-07-09 06:20:42 UTC
Challenger Iași,"Taberner, Carlos","Dellien, Murkel",1.27,3.28,2025-07-09 06:20:42 UTC
Challenger Iași,"Dellien, Hugo","Droguet, Titouan",1.81,1.85,2025-07-09 06:20:42 UTC
Challenger Iași,"Preda, Luca","Ajdukovic, Duje",5.02,1.12,2025-07-09 06:20:42 UTC
