tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP US Open,"Mannarino, Adrian","Lehecka, Jiri",3.27,1.31,2025-08-31 06:16:11 UTC
ATP US Open,"Rinderknech, Arthur","Alcaraz Garfia, Carlos",9.26,1.04,2025-08-31 06:16:11 UTC
ATP US Open,"Machac, Tomas","Fritz, Taylor",2.94,1.37,2025-08-31 06:16:11 UTC
ATP US Open,"Djokovic, Novak","Struff, Jan-Lennard",1.14,5.2,2025-08-31 06:16:11 UTC
Challenger Como,"Mikrut, Luka","Ajdukovic, Duje",1.85,1.85,2025-08-31 06:16:11 UTC
"Challenger, Manacor, Spain","Rincon, Daniel","Rodionov, Jurij",2.11,1.65,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Vandermeersch, C.","Kingsley, Cannon",2.14,1.6,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Pieczkowski, Olaf","Covato, Matteo",1.08,6.02,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Vylegzhanin, Nikolay","Tepmahc, Nicolas",1.45,2.49,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Car, Hugo","Janvier, Maxime",2.58,1.42,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Engel, Justin","Salvestre, Damien",1.15,4.5,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Cardinaud, Hugo","Corwin, Felix",5.47,1.1,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"De Schepper, Kenny","Catry, Robin",2.28,1.53,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Tailleu, Pierre Antoine","Gerasimov, Egor",4.09,1.18,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Stewart, Hamish","Raquillet, Leo",1.2,3.87,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Paul, Jakub","Wallart, Enzo",1.19,3.97,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Pichler, David","Reymond, Arthur",2.14,1.6,2025-08-31 06:16:11 UTC
Challenger Cassis Qualification,"Moroni, Filippo","Maxted, Lui",1.7,1.99,2025-08-31 06:16:11 UTC
Challenger Gênes Qualification,"Rispoli, Nicola","Compagnucci, Tom.",3.87,1.2,2025-08-31 06:16:11 UTC
Challenger Gênes Qualification,"Picchione, Andrea","Agostini, Simone",1.05,7.16,2025-08-31 06:16:11 UTC
Challenger Gênes Qualification,"Piraino, Gabriele","Romano, Filippo",1.42,2.58,2025-08-31 06:16:11 UTC
Challenger Gênes Qualification,"Cukierman, Daniel","Bondioli, Federico",3.87,1.2,2025-08-31 06:16:11 UTC
