TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpmallorca,R16,Ben Shelton,Learner Tien,71.7000,28.3000,,,1.3900,3.5300,,,,,,
Atpmallorca,R16,Corentin Moutet,Daniel Altmaier,68.2000,31.8000,,,1.4700,3.1400,,,,,,
Atpmallorca,R16,Alex Michelsen,Brandon Holt,76.0000,24.0000,,,1.3200,4.1700,,,,,,
Atpmallorca,R16,Bernard Tomic,Roberto Bautista Agut,17.6000,82.4000,,,5.6800,1.2100,,,,,,
Atpeastbourne,R16,Taylor Fritz,Joao Fonseca,82.7000,17.3000,,,1.2100,5.7800,,,,,,
Atpeastbourne,R16,Marcos Giron,Jacob Fearnley,53.2000,46.8000,,,1.8800,2.1400,,,,,,
Atpeastbourne,R16,Jakub Mensik,Reilly Opelka,51.7000,48.3000,,,1.9300,2.0700,,,,,,
Atpeastbourne,R16,James Duckworth,Alejandro Davidovich Fokina,36.8000,63.2000,,,2.7200,1.5800,,,,,,
Milanchallenger,R16,Dino Prizmic,Jacopo Berrettini,83.5000,16.5000,,,1.2000,6.0600,,,,,,
Milanchallenger,R16,Christoph Negritu,Ivan Gakhov,39.1000,60.9000,,,2.5600,1.6400,,,,,,
Milanchallenger,R16,Tiago Pereira,Rafael Jodar,41.5000,58.5000,,,2.4100,1.7100,,,,,,
Milanchallenger,R16,Arthur Gea,Oriol Roca Batalla,53.4000,46.6000,,,1.8700,2.1500,,,,,,
Limachallenger,R16,Nicolas Mejia,Pedro Rodrigues,67.1000,32.9000,,,1.4900,3.0400,,,,,,
Limachallenger,R16,Juan Carlos Prado Angelo,Maximus Jones,48.9000,51.1000,,,2.0400,1.9600,,,,,,
Limachallenger,R16,Lautaro Midon,Pedro Boscardin Dias,70.5000,29.5000,,,1.4200,3.3900,,,,,,
Limachallenger,R16,Alex Barrena,Juan Bautista Torres,75.4000,24.6000,,,1.3300,4.0700,,,,,,
