tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Genève,Hurkacz Hubert,"Djokovic, Novak",3.15,1.31,2025-05-24 06:16:17 UTC
ATP Hambourg,Rublev Andrey,"Cobolli, Flavio",1.39,2.86,2025-05-24 06:16:17 UTC
ATP Open de France,"Machac, Tomas","Halys, Quentin",1.35,3.04,2025-05-24 06:16:17 UTC
ATP Open de France,"Navone, Mariano","Nakashima, Brand.",1.58,2.29,2025-05-24 06:16:17 UTC
ATP Open de France,"Arnaldi, Matteo","Auger-Aliassime, Félix",2.11,1.68,2025-05-24 06:16:17 UTC
ATP Open de France,"Mcdonald, Mackenzie","Djokovic, Novak",12.59,1.01,2025-05-24 06:16:17 UTC
ATP Open de France,"Brooksby, Jenson","Faria, Jaime",1.64,2.18,2025-05-24 06:16:17 UTC
ATP Open de France,"Altmaier, Daniel","Fritz, Taylor",3.63,1.26,2025-05-24 06:16:17 UTC
ATP Open de France,"Monfils, Gaël","Dellien, Hugo",1.31,3.27,2025-05-24 06:16:17 UTC
ATP Open de France,"Medvedev, Daniil","Norrie, Cameron",1.26,3.63,2025-05-24 06:16:17 UTC
ATP Open de France,"Kovacevic, Aleksandar","Ruusuvuori, Emil",1.37,2.94,2025-05-24 06:16:17 UTC
ATP Open de France,"Cerundolo, Francisco","Diallo, Gabriel",1.13,5.42,2025-05-24 06:16:17 UTC
ATP Open de France,"Müller, Alexandre","Mensik, Jakub",3.15,1.33,2025-05-24 06:16:17 UTC
ATP Open de France,"Zverev, Alexander","Tien, Learner",1.03,10.14,2025-05-24 06:16:17 UTC
ATP Open de France,"Khachanov, Karen","Vukic, Aleksandar",1.07,7.41,2025-05-24 06:16:17 UTC
ATP Open de France,"Ofner, Sebastian","Struff, Jan-Lennard",1.34,3.09,2025-05-24 06:16:17 UTC
ATP Open de France,"Darderi, Luciano","Korda, Sebastian",1.8,1.95,2025-05-24 06:16:17 UTC
ATP Open de France,Hurkacz Hubert,"Fonseca, Joao",2.08,1.7,2025-05-24 06:16:17 UTC
ATP Open de France,"Bellucci, Mattia","Draper, Jack",10.14,1.03,2025-05-24 06:16:17 UTC
ATP Open de France,"Etcheverry, Tomas Martin",Tsitsipas Stefano,5.0,1.15,2025-05-24 06:16:17 UTC
ATP Open de France,"Fucsovics, Marton","Schoolkate, Tristan",1.13,5.42,2025-05-24 06:16:17 UTC
ATP Open de France,"Kecmanovic, Miomir",Baez Sebastian,2.12,1.67,2025-05-24 06:16:17 UTC
Challenger Skopje Macédoine du Nord,"Clarke, Jay","Fatic, Nerman",1.53,2.28,2025-05-24 06:16:17 UTC
Challenger Tbilissi,"Cina, Federico","Purtseladze, Saba",1.39,2.68,2025-05-24 06:16:17 UTC
