tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Little Rock Qualification,"Quan, Rudy","Martin, Dan",1.5,2.35,2025-05-26 06:19:28 UTC
Challenger Little Rock Qualification,"Soriano Barrera, Adria","Svajda, Trevor",2.46,1.46,2025-05-26 06:19:28 UTC
Challenger Little Rock Qualification,"Martinez, Alex","Cressy, Maxime",1.99,1.7,2025-05-26 06:19:28 UTC
Challenger Little Rock Qualification,"Chung, Hyeon","Miyoshi, Kenta",1.28,3.22,2025-05-26 06:19:28 UTC
Challenger Little Rock Qualification,"Kypson, Patrick","Tudorica, Alvin Nicholas",1.19,3.97,2025-05-26 06:19:28 UTC
ATP Open de France,"Darderi, Luciano","Korda, Sebastian",1.85,1.89,2025-05-26 06:19:28 UTC
ATP Open de France,"Kecmanovic, Miomir",Baez Sebastian,2.14,1.66,2025-05-26 06:19:28 UTC
ATP Open de France,"Tabilo, Alejandro","Cazaux, Arthur",1.5,2.48,2025-05-26 06:19:28 UTC
ATP Open de France,"Nishioka, Yoshihito","Popyrin, Alexei",5.0,1.15,2025-05-26 06:19:28 UTC
ATP Open de France,"Gaston, Hugo","Blanchet, Ugo",1.45,2.63,2025-05-26 06:19:28 UTC
ATP Open de France,"Ruud, Casper",Ramos Vinolas Albert,1.04,9.26,2025-05-26 06:19:28 UTC
ATP Open de France,"Zeppieri, Giulio","Alcaraz Garfia, Carlos",12.59,1.01,2025-05-26 06:19:28 UTC
ATP Open de France,"Llamas Ruiz, Pablo","Davidovich Fokina, Alejandro",6.97,1.08,2025-05-26 06:19:28 UTC
ATP Open de France,"Altmaier, Daniel","Fritz, Taylor",3.63,1.26,2025-05-26 06:19:28 UTC
ATP Open de France,"Etcheverry, Tomas Martin",Tsitsipas Stefano,3.71,1.25,2025-05-26 06:19:28 UTC
ATP Open de France,"Lehecka, Jiri","Thompson, Jordan",1.18,4.5,2025-05-26 06:19:28 UTC
ATP Open de France,"Bautista Agut, Roberto","Rune, Holger",4.36,1.19,2025-05-26 06:19:28 UTC
ATP Open de France,"Khachanov, Karen","Vukic, Aleksandar",1.09,6.58,2025-05-26 06:19:28 UTC
ATP Open de France,"Ofner, Sebastian","Struff, Jan-Lennard",1.39,2.86,2025-05-26 06:19:28 UTC
ATP Open de France,"Fearnley, Jacob","Wawrinka, Stan",1.47,2.57,2025-05-26 06:19:28 UTC
ATP Open de France,"Cerundolo, Francisco","Diallo, Gabriel",1.11,5.93,2025-05-26 06:19:28 UTC
ATP Open de France,"Shapovalov, Denis","Martinez Portero, Pedro",1.42,2.74,2025-05-26 06:19:28 UTC
ATP Open de France,"Misolic, Filip","Yunchaokete, Bu",1.62,2.21,2025-05-26 06:19:28 UTC
ATP Open de France,"Atmane, Terence","Gasquet, Richard",1.55,2.36,2025-05-26 06:19:28 UTC
ATP Open de France,"Jarry, Nicolas","Fils, Arthur",5.2,1.14,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Gerasimov, Egor","Karlovskiy, Evgeny",1.52,2.3,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Strombachs, Robert","Clarke, Jay",3.42,1.25,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Simakin, Ilia","Robertson, Charlie",1.1,5.47,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Henning, Philip","Glinka, Daniil",1.65,2.06,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Chidekh, Clement","Pokorny, Lukas",1.99,1.7,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Imamura, Masamic.","Samrej, Kasidit",1.96,1.72,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Broom, Charles","Uchida, Kaichi",1.35,2.85,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Bar Biryukov, Petr","Purtseladze, Saba",2.4,1.48,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Berankis, Ricardas","Albot, Radu",1.99,1.7,2025-05-26 06:19:28 UTC
Challenger Chisinau,"Giustino, Lorenzo","Gray, Alastair",1.8,1.86,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Jodar, Rafael","Draxl, Liam",2.24,1.55,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Nakagawa, Naoki","Kotzen, Alexander",1.86,1.8,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Maloney, Patrick","Blanch, Darwin",2.35,1.5,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Zheng, Michael","Langmo, Christian",1.55,2.24,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Sell, Karue","Jubb, Paul",1.83,1.83,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Galarneau, Alexis","Nanda, Govind",1.35,2.85,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Zink, Tyler",Wu Tung Lin,2.85,1.35,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Mejia, Nicolas","Shimizu, Yuta",1.62,2.11,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Noguchi, Rio","Zhou, Yi",1.38,2.72,2025-05-26 06:19:28 UTC
Challenger Little Rock,"Ivashka, Ilya","Andrade, Andres",1.8,1.86,2025-05-26 06:19:28 UTC
Challenger Chisinau Qualification,"Ganta, Sai Karteek Reddy","Ramanathan, Ramkumar",7.67,1.04,2025-05-26 06:19:28 UTC
Challenger Chisinau Qualification,"Hussey, Giles","Jones, Ben",1.22,3.67,2025-05-26 06:19:28 UTC
Challenger Chisinau Qualification,"Wendelken, Harry","Papamalamis, Theo",1.62,2.11,2025-05-26 06:19:28 UTC
Challenger Chisinau Qualification,"Marmousez, Lilian","Arutiunian, Erik",1.52,2.3,2025-05-26 06:19:28 UTC
Challenger Chisinau Qualification,"Parker, Stuart","Pieczonka, Filip",1.51,2.33,2025-05-26 06:19:28 UTC
Challenger Chisinau Qualification,"Jones, Maximus","Pieczkowski, Olaf",1.66,2.04,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Onclin, Gauthier","Skatov, Timofey",2.14,1.6,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Neumayer, Lukas","Pacheco Mendez, Rodrigo",1.21,3.77,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Moro Canas, Alejandro","Buse, Ignacio",2.72,1.38,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Shelbayh, Abdullah","Kym, Jérôme",5.23,1.11,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Maestrelli, Francesco","Carboni, Lorenzo",1.39,2.68,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Tseng, Chun Hsin","Dellien, Murkel",1.28,3.22,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Hsu, Yu Hsiou","Arnaboldi, Feder.",4.5,1.15,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Durasovic, Viktor","Vallejo, Adolfo Daniel",2.2,1.57,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Mena, Facundo","Kovalik, Jozef",1.99,1.7,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Rodesch, Chris","Erhard, Mathys",1.55,2.24,2025-05-26 06:19:28 UTC
Challenger Vicenza,"Pavlovic, Luka","Castagnola, Luca",1.18,4.09,2025-05-26 06:19:28 UTC
Challenger Vicenza Qualification,"Klizan, Martin","Engel, Justin",1.77,1.9,2025-05-26 06:19:28 UTC
Challenger Vicenza Qualification,"Cecchinato, Marco","Dellavedova, Matthew",1.35,2.85,2025-05-26 06:19:28 UTC
Challenger Vicenza Qualification,"Gakhov, Ivan","Schwaerzler, Joel",1.72,1.96,2025-05-26 06:19:28 UTC
Challenger Vicenza Qualification,"Gojo, Borna","Bueno, Gonzalo",1.2,3.87,2025-05-26 06:19:28 UTC
Challenger Vicenza Qualification,"Santamarta Roig, Andres","Fonio, Giovanni",3.67,1.22,2025-05-26 06:19:28 UTC
Challenger Vicenza Qualification,"Bondioli, Federico","Budkov Kjaer, Nicolai",3.22,1.28,2025-05-26 06:19:28 UTC
