tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP US Open,"Carballes Baena, Roberto","Rinderknech, Arthur",2.46,1.51,2025-08-24 06:18:29 UTC
ATP US Open,"Shevchenko, Alexander","Davidovich Fokina, Alejandro",4.36,1.19,2025-08-24 06:18:29 UTC
ATP US Open,"Mensik, Jakub","Jarry, Nicolas",1.37,2.94,2025-08-24 06:18:29 UTC
ATP US Open,"Shelton, Ben","Buse, Ignacio",1.02,11.22,2025-08-24 06:18:29 UTC
ATP US Open,"Dostanic, Stefan","Spizzirri, Eliot",2.52,1.49,2025-08-24 06:18:29 UTC
ATP US Open,"Darderi, Luciano","Hijikata, Rinky",1.58,2.29,2025-08-24 06:18:29 UTC
ATP US Open,"Nava, Emilio","Fritz, Taylor",7.93,1.06,2025-08-24 06:18:29 UTC
ATP US Open,"Blanchet, Ugo","Marozsan, Fabian",3.54,1.27,2025-08-24 06:18:29 UTC
ATP US Open,"Nardi, Luca","Machac, Tomas",2.7,1.43,2025-08-24 06:18:29 UTC
ATP US Open,"Mannarino, Adrian","Griekspoor, Tallon",2.14,1.66,2025-08-24 06:18:29 UTC
ATP US Open,"Lehecka, Jiri","Coric, Borna",1.11,5.93,2025-08-24 06:18:29 UTC
ATP US Open,"Kym, Jérôme","Quinn, Ethan",2.06,1.71,2025-08-24 06:18:29 UTC
ATP US Open,"Ugo Carabelli, Camilo","Etcheverry, Tomas Martin",2.82,1.4,2025-08-24 06:18:29 UTC
ATP US Open,"Svajda, Zachary","Piros, Zsombor",1.4,2.82,2025-08-24 06:18:29 UTC
ATP US Open,"Carreno Busta, Pablo","Llamas Ruiz, Pablo",1.6,2.25,2025-08-24 06:18:29 UTC
ATP US Open,"Thompson, Jordan",Moutet Corentin,2.99,1.36,2025-08-24 06:18:29 UTC
ATP US Open,"Navone, Mariano",Giron Marcos,1.75,2.01,2025-08-24 06:18:29 UTC
ATP US Open,"Nakashima, Brand.","De Jong, Jesper",1.3,3.33,2025-08-24 06:18:29 UTC
ATP US Open,"Djokovic, Novak","Tien, Learner",1.13,5.42,2025-08-24 06:18:29 UTC
ATP US Open,"Medvedev, Daniil","Bonzi, Benjamin",1.24,3.8,2025-08-24 06:18:29 UTC
Challenger Como,"Ritschard, Alexander","Monteiro, Thiago",2.11,1.65,2025-08-24 06:18:29 UTC
Challenger Como,"Bueno, Gonzalo","Diaz Acosta, Facundo",2.73,1.4,2025-08-24 06:18:29 UTC
Challenger Como,"Jianu, Filip Cri.","Martin, Andrej",1.7,2.03,2025-08-24 06:18:29 UTC
Challenger Como,"Cecchinato, Marco","Mikrut, Luka",1.57,2.25,2025-08-24 06:18:29 UTC
Challenger Como,"Budkov Kjaer, Nicolai","Stebe, Cedrik-Marcel",1.29,3.27,2025-08-24 06:18:29 UTC
Challenger Como,"Berrettini, Jacopo","Ambrogi, Luciano Emanuel",1.52,2.36,2025-08-24 06:18:29 UTC
Challenger Como,"Caniato, Carlo Alberto","Rodriguez Taverna, Santiago",1.72,2.0,2025-08-24 06:18:29 UTC
Challenger Como,"Martin Tiffon, Pol","Torres, Juan Bautista",2.09,1.66,2025-08-24 06:18:29 UTC
Challenger Como Qualification,"Molleker, Rudolf","Latinovic, Stefan",1.11,5.23,2025-08-24 06:18:29 UTC
Challenger Como Qualification,"Fonio, Giovanni","Piatti, Rocco",1.02,8.96,2025-08-24 06:18:29 UTC
Challenger Como Qualification,"Faurel, Thomas","Janvier, Maxime",1.55,2.24,2025-08-24 06:18:29 UTC
Challenger Como Qualification,"Vasami, Jacopo","Vrbensky, Michael",1.7,1.99,2025-08-24 06:18:29 UTC
Challenger Como Qualification,"Fossati, Carlo Alberto","Squire, Henri",8.96,1.02,2025-08-24 06:18:29 UTC
Challenger Como Qualification,"Compagnucci, Tom.","Basile, Pierluigi",2.12,1.61,2025-08-24 06:18:29 UTC
Challenger Como Qualification,"Cukierman, Daniel","Iannaccone, Federico",2.76,1.37,2025-08-24 06:18:29 UTC
