TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpchengdu,SF,Lorenzo Musetti,Alexander Shevchenko,80.0000,20.0000,,,1.2500,5.0000,,,,,,
Atpchengdu,SF,Brandon Nakashima,Alejandro Tabilo,65.6000,34.4000,,,1.5200,2.9100,,,,,,
Atphangzhou,SF,Valentin Royer,Corentin Moutet,28.1000,71.9000,,,3.5600,1.3900,,,,,,
Atphangzhou,SF,Alexander Bublik,Yibing Wu,62.2000,37.8000,,,1.6100,2.6500,,,,,,
Orleanschallenger,R32,Moez Echargui,Kimmer Coppejans,61.4000,38.6000,,,1.6300,2.5900,,,,,,
Orleanschallenger,R32,Alexis Galarneau,Emil Ruusuvuori,37.5000,62.5000,,,2.6700,1.6000,,,,,,
Jingshanchallenger,R32,Valentin Royer,Borna Gojo,42.3000,57.7000,,,2.3600,1.7300,,,,,,
Jingshanchallenger,R32,Colton Smith,Zsombor Piros,53.5000,46.5000,,,1.8700,2.1500,,,,,,
Jingshanchallenger,R32,Yannick Hanfmann,Tristan Boyer,58.4000,41.6000,,,1.7100,2.4000,,,,,,
Lisbonchallenger,R32,Vit Kopriva,Luka Pavlovic,66.7000,33.3000,,,1.5000,3.0000,,,,,,
Lisbonchallenger,R32,Stefano Travaglia,Matej Dodig,59.7000,40.3000,,,1.6800,2.4800,,,,,,
Buenosaireschallenger,R32,Thiago Agustin Tirante,Adolfo Daniel Vallejo,84.4000,15.6000,,,1.1800,6.4100,,,,,,
Buenosaireschallenger,R32,Genaro Alberto Olivieri,Santiago Fa Rodriguez Taverna,66.0000,34.0000,,,1.5200,2.9400,,,,,,
Lasvegaschallenger,R32,Jurij Rodionov,Garrett Johns,68.6000,31.4000,,,1.4600,3.1800,,,,,,
Lasvegaschallenger,R32,Mats Rosenkranz,Cooper Williams,64.2000,35.8000,,,1.5600,2.7900,,,,,,
Lasvegaschallenger,R32,Abedallah Shelbayh,Alfredo Perez,61.3000,38.7000,,,1.6300,2.5800,,,,,,
Lasvegaschallenger,R32,Tyler Zink,Nicolas Mejia,36.1000,63.9000,,,2.7700,1.5600,,,,,,
