tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Tyler,"Krueger, Mitchell","Sell, Karue",1.36,2.8,2025-06-04 06:18:53 UTC
ATP Open de France,"Sinner, Jannik",Bublik Alexander,1.01,12.59,2025-06-04 06:18:53 UTC
ATP Open de France,"Zverev, Alexander","Djokovic, Novak",1.91,1.83,2025-06-04 06:18:53 UTC
ATP Open de France,"Musetti, Lorenzo","Alcaraz Garfia, Carlos",4.82,1.16,2025-06-04 06:18:53 UTC
Challenger Heilbronn,"Passaro, Francesco","Durasovic, Viktor",1.13,4.83,2025-06-04 06:18:53 UTC
Challenger Heilbronn,"Buse, Ignacio","Yevseyev, Denis",1.3,3.1,2025-06-04 06:18:53 UTC
Challenger Heilbronn,"Trungelliti, Marco","Royer, Valentin",2.65,1.4,2025-06-04 06:18:53 UTC
Challenger Heilbronn,Nagal Sumit,"Pacheco Mendez, Rodrigo",1.43,2.55,2025-06-04 06:18:53 UTC
Challenger Heilbronn,"Stricker, Dominic","Topo, Marko",1.75,1.92,2025-06-04 06:18:53 UTC
Challenger Birmingham,"Holt, Brandon","Cassone, Murphy",1.65,2.06,2025-06-04 06:18:53 UTC
Challenger Birmingham,"Tu, Li","Bolt, Alex",2.49,1.45,2025-06-04 06:18:53 UTC
Challenger Birmingham,"Jarry, Nicolas","Mannarino, Adrian",1.71,1.97,2025-06-04 06:18:53 UTC
Challenger Birmingham,"Hijikata, Rinky","Watanuki, Yosuke",1.61,2.12,2025-06-04 06:18:53 UTC
Challenger Birmingham,"Svajda, Zachary","Wong, Coleman",1.81,1.85,2025-06-04 06:18:53 UTC
Challenger Prostejov,Sachko Vitaliy,"Karol, Milos",1.32,2.99,2025-06-04 06:18:53 UTC
Challenger Prostejov,"Moro Canas, Alejandro","Shevchenko, Alexander",2.16,1.59,2025-06-04 06:18:53 UTC
Challenger Prostejov,"Rodionov, Jurij","Neumayer, Lukas",2.0,1.69,2025-06-04 06:18:53 UTC
Challenger Prostejov,"Tseng, Chun Hsin","Van Assche, Luca",1.82,1.84,2025-06-04 06:18:53 UTC
Challenger Prostejov,"Dellien, Hugo","Mrva, Maxim",1.36,2.8,2025-06-04 06:18:53 UTC
Challenger Prostejov,"Piros, Zsombor","Jianu, Filip Cri.",1.2,3.87,2025-06-04 06:18:53 UTC
Challenger Prostejov,"Kuzmanov, Dimitar","Gombos, Norbert",1.8,1.86,2025-06-04 06:18:53 UTC
Challenger Prostejov,"Klein, Lukas","Tabilo, Alejandro",1.92,1.75,2025-06-04 06:18:53 UTC
