TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atprome,R64,Jannik Sinner,Mariano Navone,78.6000,21.4000,,,1.2700,4.6700,,,,,,
Atprome,R64,Jesper De Jong,Alejandro Davidovich Fokina,24.0000,76.0000,,,4.1700,1.3200,,,,,,
Atprome,R64,Francisco Cerundolo,Nicolas Jarry,76.8000,23.2000,,,1.3000,4.3100,,,,,,
Atprome,R64,Sebastian Ofner,Frances Tiafoe,31.1000,68.9000,,,3.2200,1.4500,,,,,,
Wuxichallenger,SF,Ilia Simakin,Fajing Sun,80.3000,19.7000,,,1.2500,5.0800,,,,,,
Wuxichallenger,SF,Terence Atmane,Alex Bolt,67.7000,32.3000,,,1.4800,3.1000,,,,,,
Francavillaalmarechallenger,SF,Dominic Stricker,Francesco Maestrelli,65.7000,34.3000,,,1.5200,2.9200,,,,,,
Francavillaalmarechallenger,SF,Valentin Vacherot,Mark Lajal,78.9000,21.1000,,,1.2700,4.7400,,,,,,
Praguechallenger,SF,Lukas Klein,Filip Misolic,43.6000,56.4000,,,2.2900,1.7700,,,,,,
Praguechallenger,SF,Guy Den Ouden,Martin Landaluce,55.3000,44.7000,,,1.8100,2.2400,,,,,,
Santoschallenger,SF,Alvaro Guillen Meza,Franco Roncadelli,68.5000,31.5000,,,1.4600,3.1700,,,,,,
Santoschallenger,SF,Matheus Pucinelli De Almeida,Nicolas Kicker,53.6000,46.4000,,,1.8700,2.1600,,,,,,
