tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Rome Qualification,"Faria, Jaime","Kym, Jérôme",2.12,1.61,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Taberner, Carlos","Mannarino, Adrian",1.18,4.09,2025-05-05 06:06:06 UTC
ATP Rome Qualification,Majchrzak Kamil,"Ofner, Sebastian",1.46,2.46,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Kopriva, Vit","Svrcina, Dalibor",1.53,2.28,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Daniel, Taro","Hanfmann, Yannick",3.97,1.19,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Burruchaga, Roman Andres","Galan, Daniel Elahi",2.2,1.57,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Krueger, Mitchell","Basavareddy, Nishesh",3.35,1.26,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"De Jong, Jesper","Mayot, Harold",1.5,2.35,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Carreno Busta, Pablo","Tirante, Thiago Agustin",1.43,2.55,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Norrie, Cameron","Vasami, Jacopo",1.22,3.67,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Fucsovics, Marton","Alves, Felipe",1.28,3.22,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Basile, Pierluigi","Seyboth Wild, Thiago",6.02,1.08,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Dellien, Hugo","Hüsler, Marc-Andrea",1.83,1.83,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Lajovic, Dusan","Quinn, Ethan",1.6,2.14,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Collignon, Raphaël","Moreno De Alboran, Nicolas",1.25,3.42,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Herbert, Pierre-Hugues","Cerundolo, Juan Manuel",3.22,1.28,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Gaubas, Vilius","Spizzirri, Eliot",1.41,2.61,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Zeppieri, Giulio","Kotov, Pavel",1.65,2.06,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Virtanen, Otto","Boyer, Tristan",2.2,1.57,2025-05-05 06:06:06 UTC
ATP Rome Qualification,"Harris, Billy","Barrios Vera, Marcelo Tomas",2.72,1.38,2025-05-05 06:06:06 UTC
Qualification Challenger Wuxi,"Ilagan, Andre","Peliwo, Filip",1.3,3.1,2025-05-05 06:06:06 UTC
Qualification Challenger Wuxi,"Zhu, Evan","Delaney, Jake",1.86,1.8,2025-05-05 06:06:06 UTC
Qualification Challenger Wuxi,"Chung, Hyeon","Imai, Shintaro",1.35,2.85,2025-05-05 06:06:06 UTC
Challenger Francavilla,Barrere Gregoire,"Ymer, Elias",1.72,1.96,2025-05-05 06:06:06 UTC
Challenger Francavilla,"Jacquet, Kyrian","Preda, Luca",1.11,5.23,2025-05-05 06:06:06 UTC
Challenger Francavilla,"Erhard, Mathys","Ajdukovic, Duje",2.06,1.65,2025-05-05 06:06:06 UTC
Challenger Francavilla,"Lajal, Mark","Dalla Valle, Enrico",1.72,1.96,2025-05-05 06:06:06 UTC
