tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP S-Hertogenbosch,"Diallo, Gabriel","Humbert, Ugo",2.52,1.46,2025-06-14 06:16:42 UTC
ATP S-Hertogenbosch,"Opelka, Reilly","Bergs, Zizou",1.6,2.19,2025-06-14 06:16:42 UTC
ATP Stuttgart,"Auger-Aliassime, Félix","Fritz, Taylor",2.19,1.6,2025-06-14 06:16:42 UTC
ATP Stuttgart,"Zverev, Alexander","Shelton, Ben",1.53,2.34,2025-06-14 06:16:42 UTC
ATP Halle Qualification,"Djere, Laslo","Basilashvili, Nikoloz",1.94,1.77,2025-06-14 06:16:42 UTC
ATP Halle Qualification,"Schoenhaus, Max","De Jong, Jesper",9.94,1.02,2025-06-14 06:16:42 UTC
ATP Halle Qualification,"Tien, Learner","Jarry, Nicolas",2.07,1.67,2025-06-14 06:16:42 UTC
ATP Halle Qualification,"Bonzi, Benjamin","Zahraj, Patrick",1.27,3.41,2025-06-14 06:16:42 UTC
ATP Halle Qualification,"Hanfmann, Yannick","Nishioka, Yoshihito",1.44,2.59,2025-06-14 06:16:42 UTC
ATP Halle Qualification,"Ofner, Sebastian","Basavareddy, Nishesh",1.44,2.59,2025-06-14 06:16:42 UTC
ATP Halle Qualification,Safiullin Roman,"Engel, Justin",1.46,2.52,2025-06-14 06:16:42 UTC
ATP Halle Qualification,"Tu, Li","Quinn, Ethan",1.9,1.8,2025-06-14 06:16:42 UTC
ATP Londres Qualification,"Monday, Johannus","Rinderknech, Arthur",2.43,1.47,2025-06-14 06:16:42 UTC
ATP Londres Qualification,"Mcdonald, Mackenzie","Kovacevic, Aleksandar",1.47,2.43,2025-06-14 06:16:42 UTC
ATP Londres Qualification,"Bellucci, Mattia",Moutet Corentin,2.09,1.63,2025-06-14 06:16:42 UTC
ATP Londres Qualification,"Yunchaokete, Bu","Searle, Henry",1.53,2.28,2025-06-14 06:16:42 UTC
ATP Londres Qualification,"Cerundolo, Juan Manuel","Vukic, Aleksandar",4.5,1.15,2025-06-14 06:16:42 UTC
ATP Londres Qualification,"Duckworth, James","O`Connell, Christopher",1.62,2.11,2025-06-14 06:16:42 UTC
ATP Londres Qualification,"Medjedovic, Hamad","Walton, Adam",1.55,2.24,2025-06-14 06:16:42 UTC
ATP Londres Qualification,"Hijikata, Rinky","Clarke, Jay",1.42,2.58,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Trotter, James Kent","Hüsler, Marc-Andrea",2.65,1.4,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Smith, Colton","Watanuki, Yosuke",1.57,2.2,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,Kukushkin Mikhail,"Rodesch, Chris",1.6,2.14,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Mayot, Harold","Mccabe, James",1.35,2.85,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Holmgren, August",Habib Hady,2.4,1.48,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Jacquet, Kyrian","Fery, Arthur",1.83,1.83,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Lestienne, Constant","Wong, Coleman",2.07,1.64,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Ficovich, Juan Pablo","Jubb, Paul",3.58,1.23,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Ajdukovic, Duje",Grenier Hugo,2.11,1.62,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Gigante, Matteo","Shimabukuro, Sho",1.77,1.9,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Spizzirri, Eliot","Bonding, Oliver",1.09,5.73,2025-06-14 06:16:42 UTC
Challenger Nottingham 2 Qualification,"Choinski, Jan","Kachmazov, Alibek",1.69,2.0,2025-06-14 06:16:42 UTC
Challenger Santa Fe,"Blanch, Dali","Midon, Lautaro",2.85,1.35,2025-06-14 06:16:42 UTC
Challenger Bratislava,"Shevchenko, Alexander","Royer, Valentin",1.65,2.06,2025-06-14 06:16:42 UTC
Challenger Bratislava,Garin Christian,"Prizmic, Dino",1.8,1.86,2025-06-14 06:16:42 UTC
Challenger Ilkley,"Pinnington Jones, Jack","Mochizuki, Shintaro",1.69,2.0,2025-06-14 06:16:42 UTC
Challenger Ilkley,"Schoolkate, Tristan","Svajda, Zachary",2.0,1.69,2025-06-14 06:16:42 UTC
Challenger Pérouse,"Fatic, Nerman","Basile, Pierluigi",1.52,2.3,2025-06-14 06:16:42 UTC
Challenger Pérouse,"Pellegrino, Andrea","Nardi, Luca",2.4,1.48,2025-06-14 06:16:42 UTC
Challenger Lyon,"Trungelliti, Marco","Tabur, Clément",1.77,1.9,2025-06-14 06:16:42 UTC
Challenger Lyon,"Onclin, Gauthier","Merida, Daniel",1.83,1.83,2025-06-14 06:16:42 UTC
