ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-06-14,2025stuttgart,QF,Alexander Zverev,Brandon Nakashima,alexanderzverev,brandonnakashima,7-5 6-4,Atpstuttgart
2025-06-14,2025stuttgart,QF,Ben Shelton,Jiri Lehecka,benshelton,jirilehecka,6-4 6-4,Atpstuttgart
2025-06-14,2025stuttgart,QF,Felix Auger Aliassime,Justin Engel,felixaugeraliassime,justinengel,7-6(3) 6-3,Atpstuttgart
2025-06-14,2025stuttgart,QF,Taylor Fritz,Marton Fucsovics,taylorfritz,martonfucsovics,6-3 6-4,Atpstuttgart
2025-06-14,2025stuttgart,R16,Alexander Zverev,Corentin Moutet,alexanderzverev,corentinmoutet,6-2 7-6(7),Atpstuttgart
2025-06-14,2025stuttgart,R16,Brandon Nakashima,Learner Tien,brandonnakashima,learnertien,7-6(5) 6-3,Atpstuttgart
2025-06-14,2025stuttgart,R16,Ben Shelton,Pierre Hugues Herbert,benshelton,pierrehuguesherbert,7-6(4) 7-5,Atpstuttgart
2025-06-14,2025stuttgart,R16,Jiri Lehecka,Jan Lennard Struff,jirilehecka,janlennardstruff,6-4 7-5,Atpstuttgart
2025-06-14,2025stuttgart,R16,Justin Engel,Alex Michelsen,justinengel,alexmichelsen,6-4 6-4,Atpstuttgart
2025-06-14,2025stuttgart,R16,Felix Auger Aliassime,Giovanni Mpetshi Perricard,felixaugeraliassime,giovannimpetshiperricard,6-4 6-4,Atpstuttgart
2025-06-14,2025stuttgart,R16,Marton Fucsovics,Arthur Rinderknech,martonfucsovics,arthurrinderknech,7-6(4) 6-3,Atpstuttgart
2025-06-14,2025stuttgart,R16,Taylor Fritz,Quentin Halys,taylorfritz,quentinhalys,6-3 7-6(6),Atpstuttgart
2025-06-14,2025stuttgart,R32,Corentin Moutet,Fabio Fognini,corentinmoutet,fabiofognini,6-4 6-7(3) 6-3,Atpstuttgart
2025-06-14,2025stuttgart,R32,Learner Tien,Yoshihito Nishioka,learnertien,yoshihitonishioka,6-7(3) 7-6(3) 0-0 RET,Atpstuttgart
2025-06-14,2025stuttgart,R32,Brandon Nakashima,Jacob Fearnley,brandonnakashima,jacobfearnley,4-6 7-6(4) 6-1,Atpstuttgart
2025-06-14,2025stuttgart,R32,Pierre Hugues Herbert,Damir Dzumhur,pierrehuguesherbert,damirdzumhur,6-4 3-0 RET,Atpstuttgart
2025-06-14,2025stuttgart,R32,Jan Lennard Struff,Matteo Arnaldi,janlennardstruff,matteoarnaldi,6-4 6-4,Atpstuttgart
2025-06-14,2025stuttgart,R32,Jiri Lehecka,Benjamin Bonzi,jirilehecka,benjaminbonzi,6-4 6-4,Atpstuttgart
2025-06-14,2025stuttgart,R32,Alex Michelsen,Gael Monfils,alexmichelsen,gaelmonfils,6-4 4-6 6-3,Atpstuttgart
2025-06-14,2025stuttgart,R32,Justin Engel,James Duckworth,justinengel,jamesduckworth,4-6 6-4 7-6(5),Atpstuttgart
