tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Lexington,"Svajda, Zachary","Hsu, Yu Hsiou",1.4,2.73,2025-08-02 06:22:21 UTC
ATP Toronto,"Michelsen, Alex","Tien, Learner",1.85,1.89,2025-08-02 06:22:21 UTC
ATP Toronto,"Khachanov, Karen","Ruud, Casper",1.75,2.01,2025-08-02 06:22:21 UTC
ATP Toronto,"Popyrin, Alexei","Rune, Holger",2.9,1.38,2025-08-02 06:22:21 UTC
ATP Toronto,"Zverev, Alexander","Cerundolo, Francisco",1.35,3.04,2025-08-02 06:22:21 UTC
ATP Toronto,Rublev Andrey,"Davidovich Fokina, Alejandro",2.01,1.75,2025-08-02 06:22:21 UTC
Challenger Hagen,"Van De Zandschulp, Botic","Den Ouden, Guy",1.36,2.89,2025-08-02 06:22:21 UTC
Challenger Hagen,"Kym, Jérôme","Mcdonald, Niels",1.23,3.73,2025-08-02 06:22:21 UTC
Challenger Astana,"Imai, Shintaro","Budkov Kjaer, Nicolai",4.04,1.2,2025-08-02 06:22:21 UTC
Challenger Liberec,"Michalski, Daniel","Olivieri, Genaro Alberto",1.9,1.8,2025-08-02 06:22:21 UTC
Challenger Porto,"Maestrelli, Francesco","Moro Canas, Alejandro",1.9,1.8,2025-08-02 06:22:21 UTC
Challenger Porto,Grenier Hugo,"Echargui, Moez",1.6,2.19,2025-08-02 06:22:21 UTC
