tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
Challenger Savannah,"Olivieri, Genaro Alberto","Andrade, Andres",2.03,1.67,2025-04-23 06:06:19 UTC
Challenger Savannah,"Martineau, Matteo",Wu Tung Lin,1.83,1.83,2025-04-23 06:06:19 UTC
Challenger Savannah,"Reis Da Silva, Joao Lucas","Crawford, Oliver",1.92,1.75,2025-04-23 06:06:19 UTC
Challenger Savannah,"Maloney, Patrick","Draxl, Liam",3.42,1.25,2025-04-23 06:06:19 UTC
Challenger Rome,"Pokorny, Lukas","Neumayer, Lukas",3.58,1.23,2025-04-23 06:06:19 UTC
Challenger Rome,"Maestrelli, Francesco","Carboni, Lorenzo",1.53,2.28,2025-04-23 06:06:19 UTC
Challenger Rome,"Arnaboldi, Feder.","Kuzmanov, Dimitar",2.14,1.6,2025-04-23 06:06:19 UTC
Challenger Rome,"Gaubas, Vilius","Prihodko, Oleg",1.35,2.85,2025-04-23 06:06:19 UTC
Challenger Rome,"Pellegrino, Andrea","Bertola, Remy",1.35,2.85,2025-04-23 06:06:19 UTC
Challenger Rome,"Skatov, Timofey","Travaglia, Stefano",1.4,2.65,2025-04-23 06:06:19 UTC
Challenger Rome,"Kopp, Sandro",Habib Hady,2.01,1.68,2025-04-23 06:06:19 UTC
Challenger Rome,"Gigante, Matteo","Coppejans, Kimmer",1.96,1.72,2025-04-23 06:06:19 UTC
ATP Madrid,Safiullin Roman,"Rinderknech, Arthur",1.53,2.4,2025-04-23 06:06:19 UTC
ATP Madrid,"Mpetshi-Perricard, Giovanni","Navone, Mariano",2.33,1.56,2025-04-23 06:06:19 UTC
ATP Madrid,"Cina, Federico","Wong, Coleman",1.54,2.38,2025-04-23 06:06:19 UTC
ATP Madrid,"Borges, Nuno","Carreno Busta, Pablo",1.65,2.16,2025-04-23 06:06:19 UTC
ATP Madrid,"O`Connell, Christopher","Ugo Carabelli, Camilo",2.29,1.58,2025-04-23 06:06:19 UTC
ATP Madrid,"Bonzi, Benjamin","Cilic, Marin",3.27,1.31,2025-04-23 06:06:19 UTC
ATP Madrid,"Bautista Agut, Roberto","Munar, Jaume",2.54,1.48,2025-04-23 06:06:19 UTC
ATP Madrid,"Michelsen, Alex",Bublik Alexander,2.01,1.75,2025-04-23 06:06:19 UTC
ATP Madrid,"Comesana, Francisco","Martinez Portero, Pedro",1.75,2.01,2025-04-23 06:06:19 UTC
ATP Madrid,"Marozsan, Fabian","Cobolli, Flavio",1.66,2.14,2025-04-23 06:06:19 UTC
ATP Madrid,"Sonego, Lorenzo","Kecmanovic, Miomir",2.38,1.54,2025-04-23 06:06:19 UTC
ATP Madrid,"Landaluce, Martin","Norrie, Cameron",3.9,1.23,2025-04-23 06:06:19 UTC
ATP Madrid,"Bergs, Zizou","Nishioka, Yoshihito",1.18,4.5,2025-04-23 06:06:19 UTC
ATP Madrid,"Goffin, David","Müller, Alexandre",2.0,1.76,2025-04-23 06:06:19 UTC
ATP Madrid,"Tien, Learner",Giron Marcos,2.05,1.72,2025-04-23 06:06:19 UTC
ATP Madrid,"Halys, Quentin","Darderi, Luciano",2.86,1.39,2025-04-23 06:06:19 UTC
ATP Madrid,"Vukic, Aleksandar","Nishikori, Kei",2.9,1.38,2025-04-23 06:06:19 UTC
ATP Madrid,"Dzumhur, Damir","Bellucci, Mattia",1.69,2.09,2025-04-23 06:06:19 UTC
ATP Madrid,"Etcheverry, Tomas Martin","Medjedovic, Hamad",2.12,1.67,2025-04-23 06:06:19 UTC
ATP Madrid,"Carballes Baena, Roberto","Thompson, Jordan",1.63,2.19,2025-04-23 06:06:19 UTC
Challenger Abidjan 2,"Geerts, Michaël","Kellovsky, Dominik",1.33,2.94,2025-04-23 06:06:19 UTC
Challenger Abidjan 2,"Shah, Aryan",Kirkin Ergi,1.83,1.83,2025-04-23 06:06:19 UTC
Challenger Abidjan 2,"Hussey, Giles","Henning, Philip",1.64,2.07,2025-04-23 06:06:19 UTC
Challenger Abidjan 2,"Dougaz, Aziz","Echargui, Moez",1.71,1.97,2025-04-23 06:06:19 UTC
Challenger San Miguel de Tucuman,"Kestelboim, Mariano","Guillen Meza, Alvaro",3.58,1.23,2025-04-23 06:06:19 UTC
Challenger San Miguel de Tucuman,"Rodriguez Taverna, Santiago","Estevez, Juan",1.3,3.1,2025-04-23 06:06:19 UTC
