ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-09-04,2025genoa,R16,Tom Gentzsch,Francesco Forti,tomgentzsch,francescoforti,7-5 6-4,Genoachallenger
2025-09-04,2025genoa,R16,Kilian Feldbausch,Thiago Agustin Tirante,kilianfeldbausch,thiagoagustintirante,6-3 6-4,Genoachallenger
2025-09-04,2025genoa,R16,Andrea Pellegrino,Nikolas Sanchez Izquierdo,andreapellegrino,nikolassanchezizquierdo,6-3 6-0,Genoachallenger
2025-09-04,2025genoa,R32,Luciano Darderi,Federico Arnaboldi,lucianodarderi,federicoarnaboldi,6-2 6-4,Genoachallenger
2025-09-04,2025genoa,R32,Dmitry Popko,Marco Cecchinato,dmitrypopko,marcocecchinato,6-4 6-2,Genoachallenger
2025-09-04,2025genoa,R32,Enrico Dalla Valle,Geoffrey Blancaneaux,enricodallavalle,geoffreyblancaneaux,4-6 6-4 6-3,Genoachallenger
2025-09-04,2025genoa,R32,Thiago Monteiro,Francesco Passaro,thiagomonteiro,francescopassaro,7-6(3) 6-3,Genoachallenger
2025-09-04,2025genoa,R32,Tom Gentzsch,Gabriele Pennaforti,tomgentzsch,gabrielepennaforti,6-3 6-3,Genoachallenger
2025-09-04,2025genoa,R32,Francesco Forti,Tommaso Compagnucci,francescoforti,tommasocompagnucci,6-3 6-0,Genoachallenger
2025-09-04,2025genoa,R32,Kilian Feldbausch,Lorenzo Carboni,kilianfeldbausch,lorenzocarboni,6-3 6-0,Genoachallenger
2025-09-04,2025genoa,R32,Thiago Agustin Tirante,August Holmgren,thiagoagustintirante,augustholmgren,7-6(5) 7-6(3),Genoachallenger
2025-09-04,2025genoa,R32,Carlo Alberto Caniato,Pierre Hugues Herbert,carloalbertocaniato,pierrehuguesherbert,7-6(2) 7-5,Genoachallenger
2025-09-04,2025genoa,R32,Federico Bondioli,Daniel Michalski,federicobondioli,danielmichalski,6-4 6-3,Genoachallenger
2025-09-04,2025genoa,R32,Stefano Travaglia,Duje Ajdukovic,stefanotravaglia,dujeajdukovic,6-3 6-4,Genoachallenger
2025-09-04,2025genoa,R32,Gianluca Cadenasso,Nicolai Budkov Kjaer,gianlucacadenasso,nicolaibudkovkjaer,6-4 6-4,Genoachallenger
2025-09-04,2025genoa,R32,Andrea Pellegrino,Remy Bertola,andreapellegrino,remybertola,6-4 7-6(4),Genoachallenger
2025-09-04,2025genoa,R32,Nikolas Sanchez Izquierdo,Matej Dodig,nikolassanchezizquierdo,matejdodig,3-6 6-3 6-1,Genoachallenger
2025-09-04,2025genoa,R32,Alvaro Guillen Meza,Giovanni Fonio,alvaroguillenmeza,giovannifonio,6-3 3-6 6-4,Genoachallenger
2025-09-04,2025genoa,R32,Andrea Picchione,Pedro Martinez,andreapicchione,pedromartinez,6-1 6-4,Genoachallenger
2025-09-04,2025genoa,Q2,Tommaso Compagnucci,Gabriele Piraino,tommasocompagnucci,gabrielepiraino,6-2 6-2,Genoachallenger
