tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
"ATP, Geneva, Switzerland, Qualifying","Borg, Leo","Ofner, Sebastian",8.26,1.03,2025-05-17 06:05:06 UTC
"ATP, Geneva, Switzerland, Qualifying","Opelka, Reilly","Dalla Valle, Enrico",1.22,3.67,2025-05-17 06:05:06 UTC
"ATP, Geneva, Switzerland, Qualifying","Duckworth, James","Bertola, Remy",1.65,2.06,2025-05-17 06:05:06 UTC
"ATP, Geneva, Switzerland, Qualifying","Feldbausch, Kilian","Schoolkate, Tristan",1.48,2.4,2025-05-17 06:05:06 UTC
"ATP, Geneva, Switzerland, Qualifying","Albot, Radu","Brooksby, Jenson",2.99,1.32,2025-05-17 06:05:06 UTC
"ATP, Geneva, Switzerland, Qualifying","Sell, Karue","Herbert, Pierre-Hugues",3.28,1.27,2025-05-17 06:05:06 UTC
"ATP, Geneva, Switzerland, Qualifying","Monteiro, Thiago","Gakhov, Ivan",1.25,3.42,2025-05-17 06:05:06 UTC
"ATP, Geneva, Switzerland, Qualifying","Norrie, Cameron",Kirkin Ergi,1.02,8.96,2025-05-17 06:05:06 UTC
"ATP, Hamburg, Germany, Qualifying","Topo, Marko","Nava, Emilio",3.16,1.29,2025-05-17 06:05:06 UTC
"ATP, Hamburg, Germany, Qualifying","Yevseyev, Denis",Sachko Vitaliy,2.65,1.4,2025-05-17 06:05:06 UTC
"ATP, Hamburg, Germany, Qualifying","O`Connell, Christopher","Ymer, Elias",1.34,2.89,2025-05-17 06:05:06 UTC
"ATP, Hamburg, Germany, Qualifying","Collignon, Raphaël","Zahraj, Patrick",1.07,6.35,2025-05-17 06:05:06 UTC
"ATP, Hamburg, Germany, Qualifying","Kovacevic, Aleksandar","Wiskandt, Max",1.13,4.83,2025-05-17 06:05:06 UTC
"ATP, Hamburg, Germany, Qualifying","Vukic, Aleksandar","Kuzmanov, Dimitar",1.45,2.49,2025-05-17 06:05:06 UTC
"ATP, Hamburg, Germany, Qualifying","Dutra Da Silva, Daniel","Rehberg, Max Hans",2.4,1.48,2025-05-17 06:05:06 UTC
"ATP, Hamburg, Germany, Qualifying","Petkovic, Mika","Gojo, Borna",8.26,1.03,2025-05-17 06:05:06 UTC
Challenger Bordeaux,"Mpetshi-Perricard, Giovanni","Hijikata, Rinky",1.55,2.24,2025-05-17 06:05:06 UTC
Challenger Bordeaux,"Basilashvili, Nikoloz","Griekspoor, Tallon",3.58,1.23,2025-05-17 06:05:06 UTC
Challenger Oeiras 5,"Krueger, Mitchell",Garin Christian,3.87,1.2,2025-05-17 06:05:06 UTC
Challenger Tunis,"Droguet, Titouan","Piros, Zsombor",2.65,1.4,2025-05-17 06:05:06 UTC
Challenger Turin,"Ugo Carabelli, Camilo","Yunchaokete, Bu",1.56,2.22,2025-05-17 06:05:06 UTC
Challenger Turin,"Altmaier, Daniel",Bublik Alexander,1.6,2.14,2025-05-17 06:05:06 UTC
Challenger Zagreb,"Van Assche, Luca","Prizmic, Dino",1.92,1.75,2025-05-17 06:05:06 UTC
