ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-07-22,2025kitzbuhel,R32,Alexander Shevchenko,Daniel Elahi Galan,alexandershevchenko,danielelahigalan,2-6 6-3 6-4,Atpkitzbuhel
2025-07-22,2025kitzbuhel,R32,Marton Fucsovics,Joel Schwaerzler,martonfucsovics,joelschwaerzler,6-2 2-6 6-3,Atpkitzbuhel
2025-07-22,2025kitzbuhel,R32,Francisco Comesana,Tristan Boyer,franciscocomesana,tristanboyer,6-3 7-6(1),Atpkitzbuhel
2025-07-22,2025kitzbuhel,R32,Arthur Rinderknech,Facundo Bagnis,arthurrinderknech,facundobagnis,7-6(4) 4-6 6-3,Atpkitzbuhel
2025-07-22,2025kitzbuhel,R32,Norbert Gombos,Hugo Gaston,norbertgombos,hugogaston,6-3 6-4,Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q2,Jan Lennard Struff,Jurij Rodionov,janlennardstruff,jurijrodionov,6-3 7-6(4),Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q2,Yannick Hanfmann,Andrej Martin,yannickhanfmann,andrejmartin,6-1 6-3,Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q2,Norbert Gombos,Radu Albot,norbertgombos,radualbot,6-3 6-4,Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q2,Facundo Bagnis,Thiago Monteiro,facundobagnis,thiagomonteiro,6-1 6-4,Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q1,Jan Lennard Struff,Nico Hipfl,janlennardstruff,nicohipfl,6-3 6-2,Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q1,Jurij Rodionov,Sandro Kopp,jurijrodionov,sandrokopp,6-3 7-6(3),Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q1,Yannick Hanfmann,Albert Ramos,yannickhanfmann,albertramos,6-1 7-6(7),Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q1,Andrej Martin,Juan Carlos Prado Angelo,andrejmartin,juancarlospradoangelo,6-1 6-4,Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q1,Norbert Gombos,Martin Landaluce,norbertgombos,martinlandaluce,6-0 6-3,Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q1,Radu Albot,Jerome Kym,radualbot,jeromekym,2-6 7-6(3) 6-3,Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q1,Thiago Monteiro,Neil Oberleitner,thiagomonteiro,neiloberleitner,6-4 4-6 7-6(4),Atpkitzbuhel
2025-07-22,2025kitzbuhel,Q1,Facundo Bagnis,Henrique Rocha,facundobagnis,henriquerocha,6-4 6-3,Atpkitzbuhel
2025-07-22,2025umag,R32,Carlos Taberner,Pierre Hugues Herbert,carlostaberner,pierrehuguesherbert,6-4 7-6(1),Atpumag
2025-07-22,2025umag,R32,Mariano Navone,Tomas Barrios Vera,marianonavone,tomasbarriosvera,6-1 6-2,Atpumag
2025-07-22,2025umag,R32,Stan Wawrinka,Alvaro Guillen Meza,stanwawrinka,alvaroguillenmeza,6-4 6-1,Atpumag
2025-07-22,2025umag,R32,Titouan Droguet,Cristian Garin,titouandroguet,cristiangarin,6-3 6-3,Atpumag
2025-07-22,2025umag,R32,Vit Kopriva,Raphael Collignon,vitkopriva,raphaelcollignon,3-6 6-4 6-3,Atpumag
2025-07-22,2025umag,R32,Pablo Llamas Ruiz,Kamil Majchrzak,pablollamasruiz,kamilmajchrzak,6-2 6-4,Atpumag
