ResultDate,TournamentKey,Round,WinnerName,LoserName,WinnerNameKey,LoserNameKey,Score,TournamentName
2025-04-26,2025madrid,R64,Alexander Zverev,Roberto Bautista Agut,alexanderzverev,robertobautistaagut,6-2 6-2,Atpmadrid
2025-04-26,2025madrid,R64,Alejandro Davidovich Fokina,Nuno Borges,alejandrodavidovichfokina,nunoborges,6-2 6-3,Atpmadrid
2025-04-26,2025madrid,R64,Francisco Cerundolo,Harold Mayot,franciscocerundolo,haroldmayot,6-3 6-4,Atpmadrid
2025-04-26,2025madrid,R64,Francisco Comesana,Arthur Fils,franciscocomesana,arthurfils,7-6(4) 6-4,Atpmadrid
2025-04-26,2025madrid,R64,Ben Shelton,Mariano Navone,benshelton,marianonavone,4-6 7-6(5) 6-3,Atpmadrid
2025-04-26,2025madrid,R64,Jakub Mensik,Ethan Quinn,jakubmensik,ethanquinn,7-6(4) 6-1,Atpmadrid
2025-04-26,2025madrid,R64,Alexander Bublik,Alexei Popyrin,alexanderbublik,alexeipopyrin,6-4 7-6(4),Atpmadrid
2025-04-26,2025madrid,R64,Taylor Fritz,Christopher Oconnell,taylorfritz,christopheroconnell,6-1 6-4,Atpmadrid
2025-04-26,2025madrid,R64,Benjamin Bonzi,Hubert Hurkacz,benjaminbonzi,huberthurkacz,6-4 7-5,Atpmadrid
2025-04-26,2025madrid,R64,Sebastian Korda,Federico Cina,sebastiankorda,federicocina,6-3 3-6 6-1,Atpmadrid
2025-04-26,2025madrid,R64,Casper Ruud,Arthur Rinderknech,casperruud,arthurrinderknech,6-3 6-4,Atpmadrid
2025-04-26,2025madrid,R64,Juan Manuel Cerundolo,Felix Auger Aliassime,juanmanuelcerundolo,felixaugeraliassime,7-6(5) 6-4,Atpmadrid
2025-04-26,2025madrid,R64,Brandon Nakashima,Sebastian Ofner,brandonnakashima,sebastianofner,6-3 7-6(3),Atpmadrid
2025-04-26,2025madrid,R64,Flavio Cobolli,Holger Rune,flaviocobolli,holgerrune,6-2 0-0 RET,Atpmadrid
2025-04-26,2025madrid,R128,Roberto Bautista Agut,Jaume Munar,robertobautistaagut,jaumemunar,6-4 2-6 6-3,Atpmadrid
2025-04-26,2025madrid,R128,Nuno Borges,Pablo Carreno Busta,nunoborges,pablocarrenobusta,6-7(7) 7-6(3) 6-3,Atpmadrid
2025-04-26,2025madrid,R128,Harold Mayot,Corentin Moutet,haroldmayot,corentinmoutet,6-3 4-2 RET,Atpmadrid
2025-04-26,2025madrid,R128,Francisco Comesana,Pedro Martinez,franciscocomesana,pedromartinez,6-4 6-4,Atpmadrid
2025-04-26,2025madrid,R128,Mariano Navone,Giovanni Mpetshi Perricard,marianonavone,giovannimpetshiperricard,6-4 6-4,Atpmadrid
2025-04-26,2025madrid,R128,Ethan Quinn,Dusan Lajovic,ethanquinn,dusanlajovic,6-3 6-4,Atpmadrid
2025-04-26,2025madrid,R128,Alexander Bublik,Alex Michelsen,alexanderbublik,alexmichelsen,7-6(2) 7-6(4),Atpmadrid
2025-04-26,2025madrid,R128,Gael Monfils,Borna Gojo,gaelmonfils,bornagojo,1-6 6-2 6-4,Atpmadrid
2025-04-26,2025madrid,R128,Christopher Oconnell,Camilo Ugo Carabelli,christopheroconnell,camilougocarabelli,6-3 6-4,Atpmadrid
2025-04-26,2025madrid,R128,Benjamin Bonzi,Marin Cilic,benjaminbonzi,marincilic,6-3 6-2,Atpmadrid
2025-04-26,2025madrid,R128,Federico Cina,Coleman Wong,federicocina,colemanwong,7-6(5) 6-1,Atpmadrid
2025-04-26,2025madrid,R128,Arthur Rinderknech,Roman Safiullin,arthurrinderknech,romansafiullin,7-6(4) 6-1,Atpmadrid
2025-04-26,2025madrid,R128,Laslo Djere,Fabio Fognini,laslodjere,fabiofognini,6-2 6-3,Atpmadrid
