TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpalmaty,R32,Jan Lennard Struff,Mackenzie Mcdonald,49.8000,50.2000,,,2.0100,1.9900,,,,,,
Atpalmaty,R32,Arthur Cazaux,Shintaro Mochizuki,70.3000,29.7000,,,1.4200,3.3700,,,,,,
Atpalmaty,R32,Beibit Zhukayev,Alex Michelsen,19.2000,80.8000,,,5.2100,1.2400,,,,,,
Atpbrussels,R32,Yannick Hanfmann,Matteo Arnaldi,44.0000,56.0000,,,2.2700,1.7900,,,,,,
Atpbrussels,R32,Quentin Halys,Nikoloz Basilashvili,50.3000,49.7000,,,1.9900,2.0100,,,,,,
Atpbrussels,R16,Raphael Collignon,Francisco Comesana,59.0000,41.0000,,,1.6900,2.4400,,,,,,
Atpbrussels,R16,Botic Van De Zandschulp,Eliot Spizzirri,57.4000,42.6000,,,1.7400,2.3500,,,,,,
Atpstockholm,R32,Jesper De Jong,Marton Fucsovics,40.0000,60.0000,,,2.5000,1.6700,,,,,,
Atpstockholm,R32,Arthur Fery,Lorenzo Sonego,42.2000,57.8000,,,2.3700,1.7300,,,,,,
Atpstockholm,R32,Aleksandar Kovacevic,Camilo Ugo Carabelli,46.1000,53.9000,,,2.1700,1.8600,,,,,,
Atpstockholm,R16,Jacob Fearnley,Elias Ymer,73.4000,26.6000,,,1.3600,3.7600,,,,,,
Atpstockholm,R16,Sebastian Korda,Kamil Majchrzak,58.3000,41.7000,,,1.7200,2.4000,,,,,,
Olbiachallenger,R32,Pierluigi Basile,Pablo Carreno Busta,7.0000,93.0000,,,14.2900,1.0800,,,,,,
Curitibachallenger,R16,Adolfo Daniel Vallejo,Matias Soto,62.5000,37.5000,,,1.6000,2.6700,,,,,,
Curitibachallenger,R16,Murkel Alejandro Dellien Velasco,Tomas Barrios Vera,24.1000,75.9000,,,4.1500,1.3200,,,,,,
Curitibachallenger,R16,Hugo Dellien,Daniel Dutra Da Silva,85.0000,15.0000,,,1.1800,6.6700,,,,,,
Curitibachallenger,R16,Juan Alejandro Hernandez Serrano,Joao Eduardo Schiessl,38.6000,61.4000,,,2.5900,1.6300,,,,,,
Lincolnchallenger,R16,Brandon Holt,Keegan Smith,85.4000,14.6000,,,1.1700,6.8500,,,,,,
Lincolnchallenger,R16,Rafael Jodar,Max Wiskandt,87.6000,12.4000,,,1.1400,8.0600,,,,,,
Lincolnchallenger,R16,Patrick Kypson,Samir Banerjee,76.0000,24.0000,,,1.3200,4.1700,,,,,,
Lincolnchallenger,R16,Dhakshineswar Suresh,Alfredo Perez,71.7000,28.3000,,,1.3900,3.5300,,,,,,
Lincolnchallenger,R16,Oliver Tarvet,Andres Martin,50.7000,49.1000,,,1.9700,2.0400,,,,,,
Shenzhenfutian Challenger,R16,Fajing Sun,Hyeon Chung,21.9000,78.1000,,,4.5700,1.2800,,,,,,
