tournament,p1_name,p2_name,p1_odds,p2_odds,scrape_timestamp_utc
ATP Cincinnati,"Sinner, Jannik","Alcaraz Garfia, Carlos",1.55,2.36,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Gaston, Hugo","Fucsovics, Marton",2.69,1.41,2025-08-18 06:21:07 UTC
ATP Winston Salem,Safiullin Roman,"O`Connell, Christopher",1.45,2.56,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Collignon, Raphaël","Basavareddy, Nishesh",3.34,1.28,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Coric, Borna","Blanch, Darwin",1.51,2.39,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Kovacevic, Aleksandar","Misolic, Filip",1.65,2.11,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Kopriva, Vit","Korda, Sebastian",2.47,1.48,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Navone, Mariano","Suresh, Dhakshin.",1.39,2.77,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Comesana, Francisco","Bellucci, Mattia",1.64,2.12,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Dostanic, Stefan","Vukic, Aleksandar",2.77,1.39,2025-08-18 06:21:07 UTC
ATP Winston Salem,"Borges, Nuno",Majchrzak Kamil,1.71,2.02,2025-08-18 06:21:07 UTC
ATP Qualification US Open,Grenier Hugo,"Jasika, Omar",1.31,3.15,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Ritschard, Alexander","Molleker, Rudolf",1.94,1.77,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Montes De La Torre, Inaki","Zahraj, Patrick",1.44,2.59,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Schoenhaus, Max","Nicod, Jakub",3.48,1.26,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Petkovic, Mika","Barton, Hynek",3.93,1.21,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Sanchez-Izquierdo, Nikolas","Brancaccio, Raul",1.65,2.11,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Martin, Andrej",Diego Dedura,2.11,1.65,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Kolar, Zdenek","Mikrut, Luka",2.36,1.52,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Prado Angelo, Juan Carlos","Arnaud Bailly, Gilles",1.72,2.0,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Poljicak, Mili","Stebe, Cedrik-Marcel",1.55,2.29,2025-08-18 06:21:07 UTC
Challenger Augsbourg,"Torres, Juan Bautista","Squire, Henri",2.19,1.6,2025-08-18 06:21:07 UTC
Challenger Augsbourg,Marterer Max,"Negritu, Christoph",1.57,2.25,2025-08-18 06:21:07 UTC
Challenger Augsbourg Qualification,"Kasnikowski, Maks","Gadamauri, Buvay.",1.4,2.65,2025-08-18 06:21:07 UTC
Challenger Augsbourg Qualification,"Barsukov, Nikolai","Sanchez Martinez, Benito",2.49,1.45,2025-08-18 06:21:07 UTC
Challenger Augsbourg Qualification,"Paroulek, Tadeas","Steiner, Maik",1.32,2.99,2025-08-18 06:21:07 UTC
Challenger Augsbourg Qualification,"Popovic, Stefan","Covato, Matteo",1.18,4.09,2025-08-18 06:21:07 UTC
Challenger Augsbourg Qualification,"Lopez Morillo, Imanol","Ehrenschneider, Nino",1.3,3.1,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Echargui, Moez","Hara Friend, Jay Dylan",1.29,3.27,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Poullain, Lucas","Martineau, Matteo",2.03,1.7,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Lokoli, Laurent","Langmo, Christian",1.29,3.27,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Ursu, Vadym","Xilas, Ioannis",2.41,1.5,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Parker, Stuart","Gengel, Marek",1.73,1.99,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Thanos, Aristotelis","Rosenkranz, Mats",1.61,2.17,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Wiskandt, Max","Jones, Maximus",1.72,2.0,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Azoides, Demetris","Bertrand, Robin",5.1,1.13,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Sakellaridis, Stefanos","Shelbayh, Abdullah",1.78,1.93,2025-08-18 06:21:07 UTC
Challenger Hersonissos,"Searle, Henry","Reymond, Arthur",1.4,2.73,2025-08-18 06:21:07 UTC
Challenger Sofia,"Gakhov, Ivan","Vasilev, Alexander",1.2,4.04,2025-08-18 06:21:07 UTC
Challenger Sofia,"Yevseyev, Denis","Sharipov, Marat",2.06,1.68,2025-08-18 06:21:07 UTC
Challenger Sofia,"Jianu, Filip Cri.","Dodig, Matej",2.36,1.52,2025-08-18 06:21:07 UTC
Challenger Sofia,"Ajdukovic, Duje","Schwaerzler, Joel",2.17,1.61,2025-08-18 06:21:07 UTC
Challenger Sofia,"Donski, Alexander","Michalski, Daniel",2.59,1.44,2025-08-18 06:21:07 UTC
Challenger Sofia,"Ferreira Silva, Frederico","Pereira, Tiago",1.87,1.83,2025-08-18 06:21:07 UTC
Challenger Sofia,"Shah, Aryan","Sharipov, Marat",2.07,1.67,2025-08-18 06:21:07 UTC
Challenger Sofia,"Coria, Federico",Nagal Sumit,1.66,2.09,2025-08-18 06:21:07 UTC
Challenger Sofia,"Dellien, Murkel","Guillen Meza, Alvaro",1.83,1.87,2025-08-18 06:21:07 UTC
Challenger Sofia,"Rincon, Daniel","Cecchinato, Marco",1.85,1.85,2025-08-18 06:21:07 UTC
Challenger Sofia,"Midon, Lautaro","Fatic, Nerman",1.99,1.73,2025-08-18 06:21:07 UTC
Challenger Hersonissos Qualification,"Wallart, Enzo","Matsuoka, Hayato",2.04,1.66,2025-08-18 06:21:07 UTC
Challenger Hersonissos Qualification,"Moroni, Filippo","Vales, Amit",1.35,2.85,2025-08-18 06:21:07 UTC
Challenger Hersonissos Qualification,"Wendelken, Harry","Raquillet, Leo",1.21,3.77,2025-08-18 06:21:07 UTC
Challenger Hersonissos Qualification,"Potenza, Luca","Leong, Mitsuki Wei Kang",1.42,2.58,2025-08-18 06:21:07 UTC
Challenger Hersonissos Qualification,"Fellin, Pietro Orlando","Kimhi, Orel",1.33,2.94,2025-08-18 06:21:07 UTC
Challenger Hersonissos Qualification,"Castagnola, Luca","Giunta, Massimo",1.85,1.81,2025-08-18 06:21:07 UTC
Challenger Sofia Qualification,"Roncadelli, Fran.","Kovalik, Jozef",2.35,1.5,2025-08-18 06:21:07 UTC
Challenger Sofia Qualification,"Gulin, Svyatoslav","Blanch, Dali",1.71,1.97,2025-08-18 06:21:07 UTC
Challenger Sofia Qualification,"Molcan, Alex","Pieczonka, Filip",1.18,4.09,2025-08-18 06:21:07 UTC
Challenger Sofia Qualification,"Serdarusic, Nino","Fomin, Sergey",1.8,1.86,2025-08-18 06:21:07 UTC
Challenger Sofia Qualification,Jorda Sanchis David,"Nesterov, Pyotr",1.42,2.58,2025-08-18 06:21:07 UTC
Challenger Sofia Qualification,"Bondioli, Federico",Agamenone Franco,1.7,1.99,2025-08-18 06:21:07 UTC
